,MURI_016,MURI_017,MURI_018,MURI_019,MURI_020,MURI_025,MURI_026,MURI_027,MURI_028,MURI_029,MURI_034,MURI_035,MURI_036,MURI_037,MURI_038,MURI_043,MURI_044,MURI_045,MURI_046,MURI_047,MURI_052,MURI_053,MURI_054,MURI_055,MURI_056,MURI_069,MURI_070,MURI_071,MURI_072,MURI_077,MURI_079,MURI_080,MURI_085,MURI_087,MURI_089,MURI_091,MURI_093,MURI_095,MURI_097,MURI_098,MURI_099,MURI_100,MURI_101,MURI_106,MURI_107,MURI_108,MURI_110,MURI_118,MURI_119,MURI_120,MURI_122,MURI_130,MURI_131,MURI_132,MURI_134
ECB_00013,1.31218566385767,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.03925219367154,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.954610841833792,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.767511435517747,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.0423879553118638,0.489644666324396,-0.552484502152329,0.301476570855241,-0.552484502152329,1.48381826532859,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.36838730816088,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329
ECB_00014,10.6834779985702,9.15509869154008,8.50861501363907,9.57543987641822,10.081561004365,9.01675928337604,8.71995094012087,8.85158853815914,9.72381251208945,10.4829416153862,9.05402892435801,9.39670131505796,9.08601493861669,8.47301289823652,9.31594915258229,8.37198083887794,7.91926929442794,8.7062841160721,9.11682419711509,6.71781231260061,9.69163110098525,8.42242880405527,7.91650639463684,8.54187355109027,8.01435163613177,8.17670246100687,8.00514807292389,10.0542632206431,10.0843980472586,8.89009288148193,9.77751160199003,9.67851353100738,8.51780134120327,8.23494673833464,8.1277662600657,10.2028691925064,8.35138868353344,9.10684429603848,9.02823479473284,8.57432805204408,8.63825857375486,9.20079605464696,10.3076853773897,8.82144814821604,8.58989687773445,8.45484778935657,8.92736979961503,8.4098310340499,8.03026491098742,7.77036845986689,7.5611313187245,6.91349600020402,8.04984594371719,8.45823869015385,9.52827713551215
ECB_00015,6.19429155036317,5.59165238661558,6.08346644290314,6.60058406149739,5.87665228744869,6.36480262988453,5.98065150484067,6.24213673694576,6.89812347451888,7.12362622829229,4.76000850559606,4.53338538952288,4.55413961911251,5.29635146401768,4.82975831838359,4.9818919593083,4.96118360146344,4.13837395430393,3.98677872061889,2.75774978444638,4.48785518741322,4.7821393124131,3.81860868975274,4.85070501023558,3.74255458718171,4.09656693395427,3.5039089625809,4.75549546337677,6.42554333822317,4.64145329912772,6.12280261541229,6.46309133223719,6.23780118903208,5.87407932207426,5.84890127721398,5.29919767300228,5.95018451224073,6.44808421794427,5.40156521380555,5.77752777834551,5.38874622098275,6.54070954302713,5.66103933771993,5.25315934497344,3.8463527820385,3.31117504793982,5.10283140679348,4.17369882992038,3.93690486406301,3.58442447929147,4.70648331347152,4.3334406649808,4.63106817404407,4.23089473641264,5.59692310044246
ECB_00016,4.19578438368616,4.51946501932252,2.99108580249527,5.21537381927745,3.80014999269789,5.98217619479511,5.68710768270435,5.59797299655015,5.51004204572508,5.46107133030784,4.79476213154416,4.77014537367402,4.25234922595874,4.19603549250726,2.68970040870933,3.95552607722168,3.76083280640302,3.75855241445894,2.4400204055581,-0.552484502152329,3.3142072415234,3.92474236144919,-0.552484502152329,3.25807488605778,2.40451925427615,4.03745079371336,2.65552381782559,2.15954612457846,4.43819143839053,3.47155337922832,3.08772716427736,5.20963699814514,4.24220300564997,4.40240862688148,4.25398276730697,3.3351578420307,4.00396516860331,3.49301540679071,4.6426092370456,4.34257604565654,4.44522907028359,4.53814702191365,2.5975266245502,3.21891048307941,3.15791727466853,2.23526990143135,3.0185112781321,3.15487318071681,3.05287962311298,1.57843055817348,3.77730542270683,-0.552484502152329,3.70545572390726,3.80866770959835,4.96435076221846
ECB_00017,0.808695767705959,1.47304609093192,1.32617653593183,1.30913045818705,3.9385967524595,0.98723271089801,-0.552484502152329,1.26886843209363,0.958502494174489,0.915766222070071,1.32081214185756,2.72229859890784,1.78390032847141,0.720642096319849,2.95492887326411,1.63444789404088,0.911212434792965,1.34284639296142,1.72111660624089,-0.552484502152329,2.35278304070821,1.45041646361323,1.92487045810787,-0.552484502152329,2.40451925427615,1.99637792389658,2.65552381782559,2.15954612457846,1.49880255786116,2.80673969490051,1.86125942259792,1.30574971295233,2.33336415673184,0.859864064931157,0.767511435517747,3.53111828756079,1.88331763153029,2.08233122278204,1.62980975912407,1.34659850345628,0.986030356960158,1.98241668914214,2.5975266245502,2.60538524563864,3.15791727466853,-0.552484502152329,1.08056024368067,2.54625406183954,2.78429530057171,2.2702846082442,2.72239128603201,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329
ECB_00018,5.060226627973,6.00054161179755,3.87015838284309,5.55208983022971,6.26598625967172,5.59337461180862,5.90164235403938,5.8039995701539,5.64603246543242,4.82136430268625,4.98733051783124,5.15156629966445,5.08828915723722,5.11955517862296,6.01275850970066,5.10593729327422,5.53724513082293,4.76089426994105,5.27381358324586,5.80838354879812,5.37935571882363,6.01050481374102,4.60564866468164,5.10257413889569,6.03685433759661,5.36187335127636,6.46292134733027,7.07142925913102,6.77542197742126,5.36635055712496,5.62365079697211,5.91519724938117,5.58525621934144,5.6072225386187,5.25005748542242,5.83105026976871,5.6549378444317,5.36103337594171,5.47588372705712,5.37422752056674,5.45188698435154,5.59489277091914,6.15487277794084,4.56900000163276,5.55571235749258,5.09016878272994,5.36328866122739,4.98774983477059,5.76783368388954,4.98104507277683,4.97354549583944,4.3334406649808,4.44939996365971,5.74602353249718,5.70415416899347
ECB_00019,3.63614089791229,3.11816116973355,3.40920573994281,2.96596088249106,2.7858117866282,3.09789504933396,3.58873535603876,3.56750816386965,4.00664947222632,3.68563313497776,2.18998829731101,3.25834886186841,3.42406334301414,3.29447544390645,2.36272878286209,3.66351042738498,2.34855637308152,2.41820144279348,1.72111660624089,-0.552484502152329,2.04530810232249,2.1160457035675,1.92487045810787,-0.552484502152329,-0.552484502152329,2.90164445445278,2.20265556590799,2.94854312654682,4.26569225637358,3.66978642915409,3.44773150503313,3.37773739901752,3.08520690223959,2.64168854447216,3.11284728194838,2.83760396370037,4.00396516860331,3.35915364003788,3.60201081796869,4.21353353245418,3.57123349812948,3.86922602499763,3.6376195042243,2.94504223113572,2.49361749442988,2.23526990143135,3.58567830783724,3.57989809426135,1.36838730816088,2.2702846082442,2.72239128603201,-0.552484502152329,2.83942489179325,4.34796392326503,3.2523546949168
ECB_00020,-0.552484502152329,0.677783212968557,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.76338562912659,1.50463506493476,0.507135786147567,-0.552484502152329,-0.552484502152329,0.707215502962282,-0.552484502152329,1.30166703556469,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.92487045810787,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.954610841833792,1.2424177723759,1.30574971295233,0.472499097854946,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.644402684260794,0.283038967347051,0.64272180562382,0.161326754337333,1.41411833146739,-0.552484502152329,-0.552484502152329,1.16621114222464,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329
ECB_00021,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.720642096319849,-0.552484502152329,-0.552484502152329,0.911212434792965,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.69061415293921,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.957098772609567,-0.552484502152329,-0.552484502152329,0.64272180562382,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.36838730816088,-0.552484502152329,-0.552484502152329,-0.552484502152329,2.06413154193516,-0.552484502152329,1.4243742350705
ECB_00022,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.30166703556469,-0.552484502152329,1.44420665937829,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.45041646361323,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.179743443487115,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.0423879553118638,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.43894920048753,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.4243742350705
ECB_00023,0.808695767705959,1.1415612993406,1.32617653593183,1.66439223641211,-0.552484502152329,1.54120233141584,1.03925219367154,-0.552484502152329,1.7086533774824,1.21226304354251,-0.552484502152329,0.744868011035516,-0.552484502152329,1.19767182409514,1.30166703556469,2.03069720536088,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.839641166156283,1.52210626824018,1.4863609217343,0.953927935022726,0.954610841833792,-0.552484502152329,1.30574971295233,1.02299687052101,-0.552484502152329,0.767511435517747,-0.552484502152329,-0.552484502152329,2.08233122278204,0.858128150463015,1.09547886312839,0.44720486425212,1.26287268366078,-0.552484502152329,-0.552484502152329,-0.552484502152329,2.23526990143135,1.08056024368067,-0.552484502152329,2.01619645728045,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.79492343514401
ECB_00024,2.1788052449192,2.14345009458995,2.72459730630339,2.37281015391829,1.36946421635219,3.53132137519057,3.43341951805569,3.64121423272253,4.41978074523403,3.80984785843554,1.67766270870595,2.43417488501818,2.51400987917405,2.67537220981036,-0.552484502152329,1.63444789404088,2.34855637308152,3.01556073281124,1.72111660624089,-0.552484502152329,3.00318391024923,2.89889523140115,1.92487045810787,1.99929964567148,-0.552484502152329,3.02923072414012,2.20265556590799,1.4863609217343,-0.552484502152329,2.17561859841452,2.86665934331909,4.02190172287846,2.28002757205332,2.2641274844104,2.10924705999908,2.06254531719397,2.63033818742101,2.8603011331309,2.33166275623003,2.806088278355,1.92466947253675,3.07746815256538,-0.552484502152329,2.60538524563864,2.49361749442988,3.31117504793982,2.05833898045524,1.43894920048753,2.01619645728045,1.57843055817348,2.26439628022358,3.79458134215393,2.06413154193516,-0.552484502152329,2.70479663634179
ECB_00025,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.32081214185756,-0.552484502152329,-0.552484502152329,0.720642096319849,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.92487045810787,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.283038967347051,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329
ECB_00026,1.94731389179019,2.14345009458995,2.39578987512315,2.17484147349379,-0.552484502152329,1.74772300244102,3.25917225535359,3.12834676738383,1.7086533774824,0.507135786147567,0.815361300537242,1.84498702674351,1.78390032847141,1.19767182409514,-0.552484502152329,2.58814053120489,2.10851505912107,1.34284639296142,1.72111660624089,-0.552484502152329,-0.552484502152329,2.56140525516086,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.839641166156283,-0.552484502152329,-0.552484502152329,0.953927935022726,1.87975184876511,2.60461417446543,2.17045345055671,2.57316726911749,3.29343338303997,2.47568645578092,-0.552484502152329,2.42301947070588,2.64563953916461,2.26125251713899,2.90566870945806,2.32733676431601,2.3101286454401,-0.552484502152329,-0.552484502152329,1.16621114222464,-0.552484502152329,1.08056024368067,2.88298433414926,1.36838730816088,1.57843055817348,-0.552484502152329,-0.552484502152329,-0.552484502152329,2.14707375296106,2.32324405784004
ECB_00027,9.40286702463621,9.83020893757754,6.24388274136254,10.0334967258005,5.39068213317668,8.94489538445314,10.0336167870406,10.0452863080496,9.43132673689911,7.96713841158045,7.88110166704018,8.15151582385131,8.22793836195789,9.39820860110699,6.25133965572731,7.70972601074803,7.47475294377015,6.68744570195674,5.61652591441073,4.53713978128295,7.79375145410723,7.36217603744204,6.23792920382206,5.31691231999716,-0.552484502152329,7.6552503853446,5.25163223617203,6.74452543845627,8.14786099642721,7.1602792716131,8.31213223983017,9.54341630958436,9.39951162706557,9.81894924309662,10.3545503455786,5.71532855755896,8.86776653583798,9.42727874256068,9.94470790516393,10.8257544027224,9.60771587292714,9.77556430790154,3.81135313922619,7.29005586910505,7.24280523213211,7.43911485532205,7.44459124338577,7.18653400661373,6.85813121289362,6.34673400665726,6.94728541248022,-0.552484502152329,6.10288852642478,8.54652041730086,8.72546404948586
ECB_00028,-0.552484502152329,1.47304609093192,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.60713421650223,1.04831626512628,1.26188212565966,0.507135786147567,0.815361300537242,1.22928049640047,1.1801199853015,2.02910599706409,-0.552484502152329,-0.552484502152329,0.911212434792965,1.34284639296142,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,2.15954612457846,2.17456780608122,1.49967343200573,-0.552484502152329,1.93940094599784,2.166768220793,0.859864064931157,0.767511435517747,-0.552484502152329,2.17944541220525,1.68077936911091,1.22704505826307,1.61816598895884,0.986030356960158,-0.552484502152329,1.4778372439749,-0.552484502152329,-0.552484502152329,-0.552484502152329,1.65923657231099,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,-0.552484502152329,0.895742507327864
ECB_00029,6.07351243867902,6.22028017405888,7.60051485436855,6.06824879384778,4.06486898257552,6.05804364872413,6.58317054094416,6.47095345194255,5.89466327876959,5.10562231662824,4.98733051783124,5.63511106716766,5.52997440071976,6.1033346326283,4.27800696657419,5.51683428622326,5.2777957126895,5.2466528506612,2.4400204055581,4.14916597216301,5.41222097062921,4.51686983176618,5.0008345595991,3.25807488605778,2.40451925427615,5.72198483656748,4.52714552207511,4.75549546337677,6.23613682092523,5.39455809341264,5.72523762762168,6.7932877436946,6.01570898083791,5.6072225386187,6.2934729576096,3.99627348980666,5.91153001338702,5.75540658996704,6.64735424845501,6.6589300166051,5.8472826178292,5.85612369094589,4.90408859311427,4.56900000163276,4.88888119578719,4.76411555730733,5.49340155476814,4.68088022407216,4.87341103941755,4.25728983148339,4.37838571660789,4.72459110129652,4.63106817404407,5.56459040324875,5.80396116022763
ECB_00030,9.29895691635553,9.52355388452613,10.2306709980675,9.72496763258301,6.78867239605831,9.49735975875278,9.50449636286939,9.51028167493479,9.98331171425191,9.17962716748432,8.1292035906781,8.4600360872759,8.72741214843983,9.06911989476326,6.51824373286709,8.89176474166003,8.60282912047186,8.10484202689174,6.59654607970682,5.09427023799625,8.8535309423857,7.92500017443987,7.667238846551,7.05952368007109,2.40451925427615,8.25973731459852,5.42994976205807,6.20045542021812,8.27453874289562,7.60846547013484,8.54757497780456,10.1609692687738,9.73033670459613,9.79387662508078,9.7980309766248,6.19013564878017,9.08305123914954,9.42415205901215,9.72640026918681,9.30988758501779,8.98719577082659,9.5332335686408,6.39166405559156,7.4700224035456,7.80251340283256,7.23988807316371,8.17381595982375,6.40776574939219,6.21069686976425,5.95006857902319,6.98806136279087,7.97893892330451,8.32488551501435,8.30034105961631,8.39192306829653
ECB_00031,7.0869469622563,7.01489523580832,5.11177311727809,7.23287981571394,5.5283653200282,7.84830358565781,7.81163802179801,7.77347054001272,7.5296780178857,7.08735825036554,6.63044864388832,7.04058325495021,7.23711334787479,7.23722181985954,5.89257818490451,7.31503890326539,7.66601978405016,5.76137695279194,5.19428652142817,-0.552484502152329,7.21008741644904,6.66410584678007,5.0008345595991,4.98213422884951,3.2251814954218,6.08469686804399,3.70265323321637,4.11914864244738,5.21501616481031,6.83971753318156,6.43413100877044,7.57477793809864,7.39288038300862,7.25486579044853,6.92198109735856,4.86461455188782,7.25304186606516,7.25170033863495,6.86961978276716,5.86903214995676,6.97988116607475,6.81733305648775,4.97870396532524,5.31244593261729,6.25565058238412,5.5273158279356,6.1153436430756,4.84246806999419,5.12545150417618,4.89738590355721,6.33903305453119,2.9213453010769,5.90549685563812,6.11943931231053,6.93468235699789
