,MURI_021,MURI_022,MURI_030,MURI_031,MURI_039,MURI_040,MURI_048,MURI_049,MURI_057,MURI_058,MURI_073,MURI_074,MURI_075,MURI_076,MURI_081,MURI_083,MURI_084,MURI_086,MURI_088,MURI_090,MURI_092,MURI_094,MURI_096,MURI_102,MURI_103,MURI_112,MURI_113,MURI_114,MURI_116,MURI_124,MURI_125,MURI_126,MURI_128,MURI_136,MURI_137,MURI_138,MURI_140
ECB_00023,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.371013982622411,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.1845544071028,-0.114939760815496,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.929054964304946,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.377303272650741
ECB_00024,-1.00561683399571,-1.00561683399571,1.21130776791487,1.31790277430108,-1.00561683399571,0.371013982622411,-1.00561683399571,1.0748905626732,-1.00561683399571,-1.00561683399571,-1.00561683399571,1.55600616606926,1.42355740858648,0.979751007580595,-1.00561683399571,-1.00561683399571,2.3787034503918,0.702611090737514,1.20691824685444,-1.00561683399571,0.680589843079715,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.409785388242101,-1.00561683399571,1.22958220164433,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.945486063201643,0.897596777823024,-1.00561683399571,1.65033744589941
ECB_00025,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.87904025142813,-1.00561683399571,-1.00561683399571,-1.00561683399571,1.72024694893861,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-0.214146575471958,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.897596777823024,-1.00561683399571,-0.00976299257872103
ECB_00026,-1.00561683399571,-1.00561683399571,0.631563143035222,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.687578411433452,1.17493107763482,-1.00561683399571,-1.00561683399571,0.680589843079715,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.409785388242101,-1.00561683399571,0.646099854993164,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-0.00976299257872103
ECB_00027,4.15511645208938,2.59289420202836,4.52957095527365,4.01317257651318,4.26758061933355,4.25357619491266,2.45613988221712,4.36704679465343,2.59083730968919,3.38802648706191,3.98307545872141,1.55600616606926,-1.00561683399571,4.77768977203791,5.58977470958315,1.56082104659606,7.98039877069108,7.03880601680097,4.56694860262123,3.35056431647525,5.25929536547786,3.90766499100292,4.12305950512868,3.36312945711236,2.78923119119234,4.53537923402349,5.30023647732427,3.68518577677302,4.7639883297086,3.5175467250154,3.13712553418407,1.01922503921364,5.23621911221417,4.53695808897991,1.97564606639773,1.46393462202154,5.17181283126003
ECB_00028,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.958750151417234,-1.00561683399571,-1.00561683399571,1.0748905626732,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,1.64163911032281,-1.00561683399571,-1.00561683399571,0.401189726072984,-0.114939760815496,-1.00561683399571,-1.00561683399571,-1.00561683399571,1.5435382187692,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.409785388242101,-1.00561683399571,0.646099854993164,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-0.00976299257872103
ECB_00029,1.7339603467871,1.10451902518148,1.61100437737158,2.87735993023432,2.05725233189452,1.23742739365819,-1.00561683399571,2.55253645286163,-1.00561683399571,-1.00561683399571,2.4633940456821,-1.00561683399571,-1.00561683399571,2.08509626757708,3.25495467762412,-1.00561683399571,5.13169112211234,3.69256294487493,1.91451918816367,-1.00561683399571,3.54040814073393,1.5435382187692,1.70894058163646,-1.00561683399571,1.25095081942347,-1.00561683399571,2.73746989114601,-1.00561683399571,3.16496090510047,1.25646594466545,1.12940665466883,2.97879476734935,3.26399094114505,2.37361156992038,1.97564606639773,-1.00561683399571,3.10782612771738
ECB_00030,1.7339603467871,2.24868008762896,4.17794263820638,3.50474770701396,3.55168215495419,2.66345685791832,1.26613450863434,6.04629867599099,2.24671353038616,1.04468529003581,3.98307545872141,1.55600616606926,-1.00561683399571,3.82783701064446,4.26361623847066,1.56082104659606,8.53146403078428,7.0171456164126,4.87692707045396,3.5054507599538,5.00933800136536,3.27123303158039,3.669193131802,2.99153483523193,3.68724276009471,3.734752869627,4.00310648899758,3.52861453346585,5.25109129891563,3.31499698026846,2.90454177984884,3.17638741245331,5.55612007820885,5.5061741291984,2.79918592351857,-1.00561683399571,5.49771889713577
ECB_00031,-1.00561683399571,-1.00561683399571,2.73657510699286,-1.00561683399571,1.61610891687303,0.87904025142813,-1.00561683399571,4.27846029594311,1.10300506165514,1.04468529003581,-1.00561683399571,1.55600616606926,-1.00561683399571,1.64163911032281,-1.00561683399571,-1.00561683399571,5.85448442601328,5.47537774771343,2.56644516147471,1.68992492716774,2.24827533704612,2.0970186795778,2.4982895975108,1.02798834777477,-1.00561683399571,1.07875665052434,-1.00561683399571,1.1403171936644,1.63135272432133,-1.00561683399571,2.28094467426996,2.137187825866,2.58314095711197,2.64364130371998,0.897596777823024,-1.00561683399571,2.73056012881347
ECB_00032,1.05605533782465,-1.00561683399571,0.631563143035222,-1.00561683399571,-1.00561683399571,0.87904025142813,-1.00561683399571,-1.00561683399571,-1.00561683399571,1.04468529003581,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,3.4065884640788,2.68793750098229,0.628074683817144,-1.00561683399571,1.27283047126626,-1.00561683399571,1.03532034288534,-1.00561683399571,1.25095081942347,-1.00561683399571,-1.00561683399571,1.83512473012546,0.646099854993164,-1.00561683399571,-1.00561683399571,1.01922503921364,0.638219097962076,-1.00561683399571,-1.00561683399571,-1.00561683399571,1.39506345786875
ECB_00033,1.7339603467871,2.59289420202836,1.91973468044421,1.31790277430108,0.958750151417234,1.23742739365819,-1.00561683399571,2.55253645286163,2.24671353038616,-1.00561683399571,2.96538532459886,-1.00561683399571,3.01448121335993,-1.00561683399571,5.00348130645435,-1.00561683399571,6.22926828426304,4.292610681405,2.16682176258446,1.01958901591411,1.99261407455985,2.30864538793376,1.03532034288534,1.70008145228657,-1.00561683399571,1.76129551829105,2.19395686366717,2.29505195296591,1.22958220164433,-1.00561683399571,-1.00561683399571,1.01922503921364,2.74772362897513,1.59995684492287,0.897596777823024,-1.00561683399571,2.55869482871943
ECB_00034,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,1.26613450863434,2.21011351930345,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,1.48708245822588,1.70997903175022,0.628074683817144,-1.00561683399571,0.680589843079715,1.15084684365972,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,1.22958220164433,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.945486063201643,1.5414634059853,-1.00561683399571,-0.00976299257872103
ECB_00035,-1.00561683399571,1.10451902518148,2.17226624440416,-1.00561683399571,0.958750151417234,1.51872265502614,1.98470183076886,-1.00561683399571,1.10300506165514,1.72024694893861,-1.00561683399571,-1.00561683399571,2.16948159059943,2.42142136874515,2.05397056582666,-1.00561683399571,2.7211627086996,3.00342046172588,1.60611371554942,1.01958901591411,1.99261407455985,2.9343060561519,-1.00561683399571,-1.00561683399571,-1.00561683399571,2.83370525524915,2.61982121098375,-1.00561683399571,3.65692263134843,1.25646594466545,1.12940665466883,-1.00561683399571,3.36846720161689,2.03961894568474,1.97564606639773,-1.00561683399571,3.59520387805678
ECB_00036,-1.00561683399571,4.57513498095843,-1.00561683399571,2.87735993023432,2.05725233189452,5.47598500207629,2.45613988221712,1.75664448000761,2.24671353038616,5.97082477001192,2.96538532459886,-1.00561683399571,-1.00561683399571,0.979751007580595,6.6690932741396,-1.00561683399571,6.78425494799983,5.73094580114243,3.01154461099244,3.17692574643132,3.10126213609332,3.45862938758562,2.4982895975108,2.48819384788483,1.9667423436218,-1.00561683399571,4.09369766016148,1.83512473012546,2.90863005492573,1.25646594466545,-1.00561683399571,-1.00561683399571,3.87312132967212,3.98183763587596,2.99366898069438,1.46393462202154,3.10782612771738
ECB_00037,1.05605533782465,1.79224471783389,0.631563143035222,0.716665695175811,3.67844026958034,3.61138968655087,-1.00561683399571,4.67527910308166,-1.00561683399571,-1.00561683399571,4.57323198580666,-1.00561683399571,5.26096324934018,0.979751007580595,4.09271964780999,2.32857802708817,9.04305256468719,7.87498421235671,3.70545409933133,2.97932443604377,2.4646329261049,-1.00561683399571,1.03532034288534,1.02798834777477,-1.00561683399571,2.21515560292139,1.57991877861144,2.64136549611845,4.55660103979911,3.31499698026846,1.12940665466883,1.01922503921364,5.9910401640637,6.05791067787043,2.30625057997197,1.46393462202154,4.97063567620218
ECB_00038,-1.00561683399571,2.24868008762896,-1.00561683399571,1.31790277430108,3.55168215495419,3.13606301904459,-1.00561683399571,-1.00561683399571,2.59083730968919,3.38802648706191,1.01002071771606,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.26195127010997,1.30036321776884,0.628074683817144,-1.00561683399571,1.27283047126626,1.5435382187692,1.03532034288534,2.48819384788483,2.43685181791459,1.07875665052434,1.81604920489012,1.1403171936644,3.04252282494555,-1.00561683399571,1.82207115892421,1.01922503921364,1.62032760865232,-1.00561683399571,1.5414634059853,1.46393462202154,1.65033744589941
ECB_00039,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.716665695175811,-1.00561683399571,0.87904025142813,-1.00561683399571,-1.00561683399571,1.10300506165514,-1.00561683399571,-1.00561683399571,2.32302773592095,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-0.214146575471958,-0.114939760815496,-1.00561683399571,-1.00561683399571,0.680589843079715,-1.00561683399571,1.03532034288534,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571
ECB_00040,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-0.0953747517519357,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,1.25095081942347,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571
ECB_00041,1.05605533782465,-1.00561683399571,0.631563143035222,0.716665695175811,-1.00561683399571,0.371013982622411,-1.00561683399571,-1.00561683399571,-1.00561683399571,1.04468529003581,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,0.333872247398742,-1.00561683399571,0.628074683817144,-1.00561683399571,0.680589843079715,-1.00561683399571,-1.00561683399571,1.02798834777477,-1.00561683399571,-1.00561683399571,0.409785388242101,1.1403171936644,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,-1.00561683399571,2.37361156992038,-1.00561683399571,-1.00561683399571,0.377303272650741
ECB_00043,2.80171296336678,5.0873075377526,1.21130776791487,4.54444753819504,4.49107471178521,5.09752570919232,2.80930455791779,-1.00561683399571,4.97294430181611,7.1033405566948,3.4909589856289,1.55600616606926,-1.00561683399571,2.69303552852661,5.30680912432842,-1.00561683399571,3.41355693720478,2.33965914214827,2.38068345687049,2.13766667172632,2.24827533704612,3.27123303158039,2.4982895975108,2.76194565810013,3.07160622309543,2.55781506968314,3.80279213839895,1.83512473012546,2.5960757468251,1.25646594466545,-1.00561683399571,2.74948017874183,2.18264084898505,3.65767312462381,4.58410698587602,3.98182135027579,1.52868706406958
ECB_00044,-1.00561683399571,-1.00561683399571,1.21130776791487,4.38815777355534,3.55168215495419,3.05321430272531,1.98470183076886,-1.00561683399571,2.59083730968919,-1.00561683399571,1.67834476671753,1.55600616606926,7.72038765579219,1.64163911032281,2.88650355962802,4.11163601089961,0.917983947734945,2.33965914214827,0.628074683817144,-1.00561683399571,-1.00561683399571,0.583624149475551,-1.00561683399571,-1.00561683399571,-1.00561683399571,1.07875665052434,1.29410739759113,2.29505195296591,1.63135272432133,1.25646594466545,2.28094467426996,3.17638741245331,3.15130623539607,-1.00561683399571,1.97564606639773,3.35528444755268,2.78353352333296
