,MURI_016,MURI_017,MURI_018,MURI_019,MURI_020,MURI_025,MURI_026,MURI_027,MURI_028,MURI_029,MURI_034,MURI_035,MURI_036,MURI_037,MURI_038,MURI_043,MURI_044,MURI_045,MURI_046,MURI_047,MURI_052,MURI_053,MURI_054,MURI_055,MURI_056,MURI_069,MURI_070,MURI_071,MURI_072,MURI_077,MURI_078,MURI_079,MURI_080,MURI_085,MURI_087,MURI_089,MURI_091,MURI_093,MURI_095,MURI_097,MURI_098,MURI_099,MURI_100,MURI_101,MURI_106,MURI_107,MURI_108,MURI_110,MURI_118,MURI_119,MURI_120,MURI_122,MURI_130,MURI_131,MURI_132,MURI_134
YP_003043365.1,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.00934199115239,2.29246047889205,2.03650659825432,2.16549104159058,2.48182051576201,2.11732740879118,2.12190634702315,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.30925956431604,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539
YP_003043366.1,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.35759237893354,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,3.1794566290405,2.77321374207518,2.86799564883862,2.93616039451238,2.91330246457125,2.40848036360499,2.38333932687557,2.75513178069899,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.30925956431604,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,3.26395425044948,1.45620461278539,2.51221962149606,1.45620461278539
YP_003043367.1,2.3688628229326,1.45620461278539,1.45620461278539,2.379876944523,1.45620461278539,1.45620461278539,2.37961508431839,1.45620461278539,2.38039186693315,1.45620461278539,1.45620461278539,1.45620461278539,2.51140216854486,2.93160399156128,1.45620461278539,2.44599495897669,1.45620461278539,2.4571392375241,1.45620461278539,1.45620461278539,2.35759237893354,2.34891630663093,1.45620461278539,1.45620461278539,1.45620461278539,3.43219508058271,3.26355918364213,2.86799564883862,3.40990335532827,3.39563105538782,3.48811269286401,3.323808865583,3.65783543598919,2.58437739776316,2.29133788197603,1.45620461278539,2.74616426965651,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.40699605632141,3.06471287352585,2.81585875837673,3.08133912524457,1.45620461278539,2.44239408655257,3.09063150749977,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539
YP_003043368.1,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.3734297358274,1.45620461278539,2.37893790055536,1.45620461278539,1.45620461278539,2.62775759525361,2.58463343190018,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.34586640156449,2.53307752254812,2.66497852124787,2.47359078200525,2.2715258874889,2.98561030960447,2.96933515122941,2.66796753222098,2.89733161974641,1.45620461278539,1.45620461278539,2.6084734655186,1.45620461278539,2.64623260141572,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.39496026522673,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539
YP_003043369.1,2.3688628229326,1.45620461278539,2.3728831633648,1.45620461278539,2.37166305830431,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.39400703963932,2.66497852124787,2.29246047889205,2.44843486094256,2.32068355675279,2.40848036360499,2.88800129386654,2.38965568915373,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539
YP_003043370.1,3.81071217406994,3.80747050438626,3.2104683067858,3.40538566487651,3.81686314868556,2.73321468557864,3.56428475198138,3.00617944048796,4.16042839048325,4.24539331069682,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,3.1170136635942,3.68803597832748,3.90125881834323,3.34627090719533,2.9621251098113,2.9381551187807,3.63458560364733,2.53307752254812,2.66497852124787,2.05160555530703,2.2715258874889,2.44967404387083,2.54951799686112,2.74660374522413,2.82859834958375,2.26383790075506,1.45620461278539,1.45620461278539,2.52058522917589,1.45620461278539,2.73899481497586,2.80527450815516,2.41603866674472,2.41773155918187,3.58526008969742,3.59511396451176,2.40699605632141,2.79056243545705,3.09432144529808,2.42648644196012,2.42801462785779,1.45620461278539,3.09063150749977,2.41783365410299,1.45620461278539,2.89478351514993,1.45620461278539,3.32452935235067
YP_003043371.1,6.05906099828006,5.78482834976799,5.96911206122188,6.23281961326802,6.09188221923677,6.02266112258451,6.4005774072569,6.25217626354569,6.36260181762687,6.4320107144121,1.45620461278539,2.58463343190018,5.22922683615337,5.42142128360198,3.45332808251491,5.17663895398695,5.06694491192679,5.15043126149098,4.21745500432762,4.30347685409514,5.4239284427157,5.28226066004467,5.20572802070198,5.36125955048633,5.23246510839696,4.88997174961561,4.67859652431411,4.90131356043013,4.83906618563736,4.76570294986727,4.46511024218131,4.68467927256627,4.40517645362182,5.82130381923345,5.84181365326174,5.60583407772383,5.59395895840115,6.33005739596021,5.96571048894211,5.69402985946092,5.6638755881363,5.55641140023235,5.90972613117486,5.53101750307595,5.60215589455658,5.62717090030647,5.48098949445796,5.98540243497902,5.80147781803704,5.84140090412838,5.74495445706502,5.43495924579853,4.42476710217805,5.29859682091578,5.10731909037338,5.44653765411196
YP_003043372.1,2.3688628229326,1.45620461278539,1.45620461278539,2.379876944523,2.37166305830431,2.3734297358274,2.74157321848897,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.65736528636537,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.69591192466067,2.76100396664857,3.04438261555434,2.97200137754779,3.34270355536737,3.58057787803239,2.96933515122941,3.95960873856207,3.38044809437085,1.45620461278539,2.29133788197603,2.6084734655186,2.21716913707173,2.64623260141572,2.21276479480329,1.45620461278539,2.41603866674472,2.79298015936847,2.75566009669542,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.42648644196012,1.45620461278539,1.45620461278539,1.45620461278539,2.41783365410299,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539
YP_003043373.1,7.27875335803204,7.25284787510777,7.65346838008468,7.57344248936104,7.49370465870323,6.77862160354119,7.34381465528139,7.11868497764872,7.27203751176462,7.23969145339615,1.45620461278539,1.45620461278539,5.63911376623463,5.31155127333195,6.54054948173458,5.97993979988109,5.4090679211975,5.94776334987648,6.21602537925388,6.45803941510718,5.75570458259213,5.57370542058575,5.24795946632518,5.5682691888073,5.80653538089469,4.8501287155697,4.65513304904278,5.30105357444736,5.05127584282061,4.80150211691681,3.91763782896304,4.7012180026395,4.38443263069287,6.391414471149,6.61560054363636,6.32429778493746,6.52550624611899,6.16091974267933,6.50936972485195,5.95677330669559,5.92607559794117,5.80573041924635,5.90972613117486,6.2778151972377,5.92983895092934,5.98448081468409,5.91752108515616,6.12535482930797,5.73281555176125,5.77254950088964,5.43149020861856,5.59507711504149,5.3078926880734,5.29859682091578,5.54918665976612,6.51152040883316
YP_003043374.1,4.03385075050207,4.39012702925772,4.40392048510883,4.2522322537712,4.68697083342979,3.69312693759043,3.7061822614455,3.70475439373789,3.56584907897903,4.6347186009114,1.45620461278539,3.32703928853138,1.45620461278539,1.45620461278539,2.51266511748621,2.16281532778653,2.49570391602651,1.45620461278539,2.44918703585389,1.45620461278539,3.5197682195218,3.64109257405861,2.35123823601386,3.47625585816243,2.34586640156449,3.43219508058271,3.04438261555434,3.06721358107433,3.19627014088681,3.39563105538782,3.1309226168457,3.27727322073824,3.02317224360678,3.01561539198551,2.86618940117445,2.28151186945927,4.06669921139774,3.555912428836,4.30563487988095,2.80527450815516,2.79070072249915,2.41773155918187,3.02379226577505,3.43399982983833,3.61918593601796,3.28610150660145,2.81585875837673,2.80476280675,2.80681853566365,1.45620461278539,3.09063150749977,3.28941823768129,2.54361778694475,1.45620461278539,1.45620461278539,2.43797340204127
YP_003043375.1,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,3.5197682195218,3.34627090719533,3.17216455985028,3.32187847021576,3.34041989241774,2.76100396664857,2.23381202509065,2.86799564883862,2.93616039451238,2.44967404387083,2.67175195271356,2.58252601942189,2.49551430573012,3.32664688062158,3.94469157744551,3.82617176272603,3.2283320736996,1.45620461278539,3.21897883348175,2.80527450815516,2.79070072249915,2.41773155918187,3.24070977661966,2.76229004857168,2.40699605632141,2.41593597205036,1.45620461278539,1.45620461278539,2.80681853566365,1.45620461278539,1.45620461278539,2.41783365410299,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539
YP_003043376.1,2.3688628229326,2.36738833202471,3.2104683067858,2.379876944523,1.45620461278539,2.99743482711977,2.37961508431839,3.00617944048796,2.38039186693315,1.45620461278539,1.45620461278539,4.39393617327285,1.45620461278539,2.93160399156128,1.45620461278539,3.23050902000748,2.89758507493985,3.55067992822105,3.70281988167372,3.96842227175011,3.5197682195218,3.64109257405861,3.17216455985028,3.32187847021576,3.16262952533176,4.1925776890194,4.07748303397608,4.03606361071972,3.9828031616748,4.16387548586278,4.08979104490217,3.95960873856207,4.10780782333513,4.12195997033624,4.33929721065292,4.16886479310113,3.84172478625586,4.3164282191878,3.98368763608819,3.3051864705903,2.79070072249915,3.917058594518,2.75566009669542,2.76229004857168,3.27045713870458,2.79056243545705,1.45620461278539,3.08133912524457,3.30718775890288,2.82614787292257,3.3148136377689,3.7861908300306,2.96148642947941,2.89478351514993,2.9196444862395,3.5149337115862
YP_003043377.1,6.00899001308544,6.07901311750253,5.35102288650631,5.15102455753767,5.12823200716578,5.97074039416881,5.93518790712713,5.78880436776249,5.93748128580616,5.78327180353103,3.07298840332003,3.57532432337205,4.6516912726283,4.67406806307819,4.11772858349652,5.28052334741557,4.85914882706741,4.83756614869996,5.38582259488707,5.5417196635833,6.16526190134772,5.94865217051055,5.51307140777763,5.60003841290558,5.66018879027948,5.03902068537547,4.99055338355217,4.80585909816351,4.88412241514351,4.92011891966067,4.59587039454132,4.90027073594569,4.73402223664055,6.21387883852375,6.30622725140442,6.30756927919927,5.98140982909347,6.63276623926406,6.06904166618355,5.58161517288697,5.43003828340486,5.30162168505382,5.62578942085017,5.53101750307595,5.22533822595055,5.42975655179535,5.6792344645869,5.1781597954423,5.18220795628733,5.45841181756064,5.38700549827709,5.34764142627934,4.42476710217805,5.18510386979341,4.11680470979052,5.57241437709112
YP_003043378.1,6.89411686923919,7.05830024801793,7.33301146821727,7.72398914719592,8.21320653820995,7.03995873259394,7.04654896923224,7.51660804703524,8.03211905303216,8.29554987109001,3.86042854822983,4.51208344024283,5.03909292991018,4.91973132080416,5.23234009994655,6.27126290094432,5.45889704125617,5.81285293034227,5.86011020790575,6.58357008855226,6.51894294529007,6.16067357810866,6.02996341594062,5.90969783875677,6.01349563214222,4.8501287155697,4.55716104137053,4.94673455014282,5.31996750409539,4.78371579691288,4.51888601828064,4.9834891825173,4.71763580429678,5.75193975300708,5.88871078049584,6.12862937871989,4.91831660681191,5.96921003708656,5.53113237069102,5.58161517288697,5.95572461309735,5.73880551580976,5.72680625483748,5.77312192882902,5.60215589455658,5.7337617885565,6.12185029496311,6.41434513413154,5.80147781803704,6.32251962595881,6.61559989907527,6.89800670410044,4.97235800538403,6.01366922068732,6.27848591870404,6.57289176994279
YP_003043379.1,4.61342353200428,4.73888691910594,4.62389487245937,4.33939519272666,5.30630071251836,4.75493530867586,4.2515993487408,3.70475439373789,4.42270046474171,5.44205524579417,1.45620461278539,1.45620461278539,3.45116878725332,2.5211844276545,2.92023904102442,2.83098429891769,2.89758507493985,3.12947873367262,1.45620461278539,2.82519682874713,3.18342841464107,2.70004391758013,2.70318892042614,2.68283385303278,2.34586640156449,3.31227090775754,3.12201953770464,3.45458309576103,4.14242189339345,3.49144189632352,3.54340530366597,3.45383139270902,3.13654862091699,3.57489395663525,4.33929721065292,3.61528339185759,2.52058522917589,3.78992168579829,3.08025627156136,1.45620461278539,3.63720885129175,3.28923983484165,3.58526008969742,2.76229004857168,1.45620461278539,1.45620461278539,1.45620461278539,3.9358887746444,1.45620461278539,1.45620461278539,3.50448561445164,4.43177310181192,1.45620461278539,2.49360825206977,2.51221962149606,5.10091575164655
YP_003043380.1,2.3688628229326,1.45620461278539,1.45620461278539,1.45620461278539,3.5482475992624,2.99743482711977,1.45620461278539,1.45620461278539,2.38039186693315,2.37704926350499,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.35759237893354,1.45620461278539,2.35123823601386,1.45620461278539,1.45620461278539,3.03006271883951,2.96114586132268,2.86799564883862,3.11583376894572,2.91330246457125,2.92509405699759,3.12594907371945,2.82859834958375,2.26383790075506,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.41603866674472,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,3.08133912524457,1.45620461278539,1.45620461278539,2.43239114275527,3.28941823768129,1.45620461278539,1.45620461278539,1.45620461278539,2.43797340204127
YP_003043381.1,1.45620461278539,1.45620461278539,1.45620461278539,2.74192698083873,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.51140216854486,2.5211844276545,1.45620461278539,2.65736528636537,2.89758507493985,2.84594231655333,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,4.0568580648906,4.14734847607016,3.6965698652869,3.53446950738753,3.85198866318981,3.67212049109357,3.71402858492667,3.62166993177496,1.45620461278539,1.45620461278539,1.45620461278539,2.21716913707173,2.89498753167408,2.51455268829982,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.43797340204127
YP_003043382.1,7.0506196979847,7.17589220349325,6.69948738855571,6.73683621474388,6.64718100712457,7.0017169580237,6.75169775563508,7.37236380502477,6.84466267215885,6.8917116689749,3.86042854822983,5.27976307154736,6.53715199830443,6.65588113403455,5.40014585688774,7.11257105864928,6.31747108336377,6.74331994438098,6.07826343211162,5.99836673402978,5.97502381234833,5.47124110161636,5.58059816321463,5.46850279433309,5.42642135812097,4.53449602422141,4.39604160946837,5.01225331530218,4.76867429128487,4.55071211777818,4.01595242115478,4.81186407973259,4.56089724887185,6.57639735363181,6.58748806846529,6.59627988958609,6.16568238562651,6.93030313339072,6.52155523154899,6.15286810887241,6.29408533978987,5.98960825543833,6.21773824995981,6.36474578119278,6.44202417563787,6.27040504501143,5.94855028306126,6.04302818784996,6.54408593804778,6.36984208550276,5.87925619925269,5.8699633404163,6.27218343423181,6.10977077039464,5.59593338875484,5.79518873260116
YP_003043383.1,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.44599495897669,2.49570391602651,2.4571392375241,1.45620461278539,1.45620461278539,1.45620461278539,2.34891630663093,2.70318892042614,1.45620461278539,1.45620461278539,2.94745422261072,3.19486729035308,2.86799564883862,2.7216098411374,2.83592412077011,3.20408031609329,2.95232879238824,3.02317224360678,2.26383790075506,2.29133788197603,1.45620461278539,2.52058522917589,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.43797340204127
YP_003043384.1,4.61342353200428,4.73888691910594,4.32216647985514,3.40538566487651,4.31915413405424,3.2114331319613,3.40488782570585,1.45620461278539,3.56584907897903,4.49172045306639,4.04418970366844,4.12246052301638,2.91855345580063,3.46787712384044,4.11772858349652,3.91265888377555,4.70150110853423,4.52547709273137,5.28890692195387,5.4119289339069,4.88626976946411,3.64109257405861,3.64604150666543,4.38697679044372,4.16930350362229,3.03006271883951,3.26355918364213,2.86799564883862,2.93616039451238,2.83592412077011,2.78051940415455,3.323808865583,3.2886253381906,5.21168757410731,5.46200225410945,5.19588743543001,5.19106439329343,5.60845397749082,4.70283443198361,3.80493657022579,4.0327703385476,3.917058594518,3.72813347949278,4.09426079738299,4.4886078505658,4.51053646131139,5.14724341267751,4.36353035745837,4.53999197064267,4.30510403879178,4.2820602684178,4.24832187572969,4.18151687076243,5.12478197204326,4.89851560414766,4.78990835002448
YP_003043385.1,2.3688628229326,2.36738833202471,2.3728831633648,2.379876944523,1.45620461278539,1.45620461278539,1.45620461278539,2.37893790055536,2.38039186693315,2.37704926350499,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.92023904102442,1.45620461278539,1.45620461278539,3.12947873367262,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.00393274180959,2.66497852124787,2.05160555530703,1.45620461278539,1.96024485642218,3.09258282092469,2.58252601942189,2.26801880286088,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539
YP_003043386.1,1.45620461278539,1.45620461278539,1.45620461278539,2.379876944523,2.37166305830431,2.73321468557864,1.45620461278539,2.37893790055536,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.65736528636537,1.45620461278539,1.45620461278539,1.45620461278539,3.83555450350751,3.5197682195218,3.34627090719533,2.9621251098113,3.61395364239655,2.95355880471563,3.03006271883951,3.26355918364213,3.51945358251701,3.47370525803791,2.75251250789529,2.78051940415455,3.01316139441472,3.02317224360678,3.57489395663525,3.94469157744551,3.72492507059209,2.52058522917589,3.98888204477164,3.65660161602437,2.80527450815516,2.41603866674472,3.6405770135036,3.42469252733748,3.86776712808258,1.45620461278539,2.41593597205036,2.81585875837673,2.42648644196012,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539
YP_003043387.1,5.66523546028021,6.14979593243957,5.74037158543188,6.45981374807585,6.11588285950776,5.77264500689983,6.36025530135459,6.03907986572675,6.34200689805725,6.3110240581347,1.45620461278539,3.01595472972701,3.45116878725332,3.46787712384044,2.92023904102442,4.66306776805026,3.42427591115591,3.86730359678238,4.41677852260015,4.86716242495702,5.34724112370529,4.34344252052362,4.42579827681031,4.77212475155955,3.98000215962499,4.12639408827644,4.14734847607016,3.51945358251701,4.38373490208679,3.92036144559651,3.64737240445254,4.30493282442729,3.94536732782946,5.10407987491547,5.2261349198663,4.91411440970252,5.33833887449403,5.16565846388735,5.35107085431906,5.86378591856574,5.6638755881363,5.66860625716327,5.51711230816071,5.45360597271037,5.01955779310862,5.20067766123803,5.09249439862726,5.01414317530372,5.12958367191021,4.80094905860679,4.9702091014075,5.04821085923778,4.18151687076243,3.18643025449061,4.35682573869282,4.19223360006804
YP_003043388.1,1.45620461278539,1.45620461278539,2.3728831633648,2.74192698083873,2.99462844027675,2.3734297358274,1.45620461278539,2.74065833310067,1.45620461278539,2.738106466629,1.45620461278539,1.45620461278539,1.45620461278539,2.93160399156128,1.45620461278539,2.83098429891769,2.89758507493985,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,3.64604150666543,3.14547576855015,2.95355880471563,3.10712959337112,3.39040648648256,3.38622648605861,3.34270355536737,3.29191885170782,3.20408031609329,3.49436412316162,3.54618241638797,2.26383790075506,1.45620461278539,2.85036603366671,3.2283320736996,2.64623260141572,1.45620461278539,2.80527450815516,2.79070072249915,3.28923983484165,3.24070977661966,3.24934473692214,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.44239408655257,2.43239114275527,1.45620461278539,1.45620461278539,1.45620461278539,2.51221962149606,1.45620461278539
YP_003043389.1,7.83973848043308,8.05354306930306,8.22264874638965,8.1827066402696,8.4764602935246,7.87556690992239,8.06141758527316,7.92783454123103,8.45249692095516,8.64304588888469,4.3510055948675,6.31406143010709,6.73729933249494,6.51480647568526,7.54663471363492,7.72059901864559,6.95887823727578,7.29135645925699,8.02782175927171,7.94451886331815,7.56310206087305,7.09447541061719,7.03147559222186,7.15300251219501,7.4561277084761,5.71634141396622,5.68595941120705,5.44989818895503,5.91306002575355,5.29018439624812,4.90819393070861,5.25271550238336,5.18985359494309,7.9551630652808,7.85428696272487,7.80224769342628,7.40518004196004,7.70665593309222,7.47253663773001,6.90933413647131,7.01019568573426,6.8667558728253,6.94567947527117,7.1437558018564,6.8808687212965,7.06524284133749,7.17441146995353,7.02706328015173,6.92811976918165,6.9702033583304,6.97132100740297,7.12422979293416,6.75973514524692,6.88235270486287,6.95153366814076,7.17076748024508
YP_003043390.1,2.3688628229326,1.45620461278539,1.45620461278539,1.45620461278539,2.37166305830431,2.73321468557864,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.5211844276545,1.45620461278539,2.44599495897669,2.49570391602651,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.95842330305791,2.35123823601386,3.32187847021576,2.95355880471563,3.10712959337112,3.19486729035308,3.45458309576103,3.02950595196576,3.11777752646097,3.45954541932149,3.22890518957754,3.46600706448213,2.82184438066121,1.45620461278539,2.6084734655186,2.93080494847503,2.30925956431604,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,3.27045713870458,2.79056243545705,3.31889884766455,1.45620461278539,1.45620461278539,1.45620461278539,3.09063150749977,2.41783365410299,3.70956506703075,3.18643025449061,3.21535890461658,2.43797340204127
YP_003043391.1,5.75919190287635,5.29416454271154,5.30975753126507,5.24305581673526,5.6406758773836,5.54276393937827,5.05192258009766,4.76951298846626,5.56282701606664,5.58842172651908,4.48222320503767,4.72216199078674,5.16862366854672,4.67406806307819,5.9960494674296,5.4898599406644,4.93184518772527,5.09312291553998,6.13496112299614,6.58357008855226,5.18029403473254,5.11072057507669,4.97347688713336,5.39790778699731,5.14685182372452,3.90614752087525,3.75539704675666,4.03606361071972,3.93979546895035,3.62294668860221,3.67212049109357,3.57178121000724,3.62166993177496,5.88747096326644,5.97814804274205,6.14755872909867,6.11772204236141,5.35251828986157,5.48195528506518,4.45348184744957,4.14251730580517,4.59364318948053,4.36433262494599,4.98749353522566,4.96310369049428,4.73443182135128,4.38295611184732,4.89325018818299,4.83259041707323,4.65428457081668,5.08637703329217,4.73923795232529,5.04608577211487,5.29859682091578,4.56145784290473,6.10350732977467
YP_003043392.1,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.58463343190018,1.45620461278539,1.45620461278539,1.45620461278539,2.16281532778653,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.69591192466067,2.65366054621049,2.40306003074119,3.06721358107433,2.59486322095047,2.83592412077011,2.78051940415455,3.01316139441472,2.75513178069899,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,2.30925956431604,2.21276479480329,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539
YP_003043393.1,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,1.45620461278539,5.50633974103127,5.86637817832974,6.12571534060514,5.90962698264764,6.27967004776579,7.27780501239589,6.86991118365178,7.2266047036299,7.03524204734801,6.73555039402392,6.61985241086964,6.28643449665536,6.44591667669611,6.64644736486493,6.46474873356289,5.52832375476185,5.86886946236584,5.26576149684548,5.38383055500599,6.16385505355495,4.73824999105225,5.25271550238336,4.9171433421106,7.10663871912776,7.27438192798412,7.28389953686371,7.38508738759289,7.9736757166764,7.53393699619489,7.07034769712371,7.09244994870737,7.05696731831206,6.8446534694378,6.73467301823732,7.19262856259825,7.16995494864129,7.16124865931365,7.53799981018958,7.10118324921388,7.18372831979817,7.32846602112398,7.3423930695494,7.3570665386265,6.90035964320037,7.31410302512606,7.4247733248986
