,MURI_021,MURI_022,MURI_030,MURI_031,MURI_039,MURI_040,MURI_048,MURI_049,MURI_057,MURI_058,MURI_073,MURI_074,MURI_075,MURI_076,MURI_081,MURI_083,MURI_084,MURI_086,MURI_088,MURI_090,MURI_092,MURI_094,MURI_096,MURI_102,MURI_103,MURI_112,MURI_113,MURI_114,MURI_116,MURI_124,MURI_125,MURI_126,MURI_128,MURI_136,MURI_137,MURI_138,MURI_140
YP_003043242.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.18972590183796,2.34770438005283,2.57852202490053,2.75377417630778,2.55564178393834,2.59419081346567,2.46640722196067,2.4508843999727,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.00294335541293,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043243.1,10.2640420039639,10.111588835823,10.5284351357579,10.5578884636715,9.7025103462086,8.71335034529794,8.88367705972144,4.88526287397152,9.10880175416402,9.27192129616309,7.02960980421952,7.39133573917717,7.5824202809375,6.78901462859216,7.63355080226197,7.18151458070735,7.06378947003617,9.2533750203612,9.57455161625129,9.518537270854,9.52802620577279,9.20401703907979,9.28503406690466,9.07384561754337,9.26188201718304,9.48121636291582,9.39512806930769,9.2066253699364,9.41321899418983,9.15420839016844,9.20721599310796,9.21778448905458,9.09782006292846,8.4988758555405,8.82574115486275,8.44345737555586,8.66730047765361
YP_003043244.1,6.84869228993319,6.83432346922389,6.6025109454673,6.87942828042731,4.92973321065555,5.45054984310862,7.06936906121976,1.18563229586933,6.154319793144,6.1498187411456,4.70897063945345,4.54925270017422,4.64854666056195,4.53049970696595,4.57109664014805,4.47092665248263,4.00319460544491,6.77300056288441,6.82990783840889,6.60384907312599,6.4190953494922,5.90607872514967,6.36564552590836,5.22012853845651,5.5394763991003,5.75413895519236,5.66017959279506,5.49490090250602,5.66017959279506,6.02077598141456,5.9447644921351,5.965230014868,5.95599276847389,5.06397316056316,5.17601574323113,5.19653226324924,5.00943022121288
YP_003043245.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.3998666865135,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,3.36107753518658,3.55368420354543,3.58726209851325,3.69946552776222,3.42921361081727,3.78037275146922,3.68345159318613,1.18563229586933,2.48357583804109,2.45999721560307,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043246.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.01015050290832,2.11982469444545,1.99597026241462,1.18563229586933,1.94095496540216,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043248.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.34770438005283,1.77256571451553,1.85187153621412,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.50423226237363,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043249.1,1.18563229586933,1.18563229586933,2.19453786695165,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.52288664649036,1.18563229586933,1.18563229586933,2.34770438005283,2.94369046607372,2.97075274004372,3.06172788985365,2.9166126714651,3.28686112423708,3.26366809227817,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.70935607677197
YP_003043250.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.18891675988013,2.75377417630778,2.83585765442989,1.95949015609851,2.6499232266881,2.63249153674728,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.70935607677197
YP_003043251.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.33682613259454,2.11982469444545,2.65703585055329,2.68374715098019,2.46640722196067,3.26366809227817,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043252.1,1.18563229586933,1.18563229586933,1.18563229586933,2.18835219494605,1.18563229586933,1.18563229586933,1.18563229586933,2.52288664649036,1.18563229586933,1.18563229586933,2.95927938151614,3.34291403588625,2.97075274004372,3.25271577287579,2.68374715098019,2.6499232266881,3.21323742387201,1.18563229586933,1.18563229586933,1.18563229586933,2.97568024606185,2.62239020380262,2.32700374311954,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.27091345319817,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043253.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.34770438005283,2.18891675988013,2.11982469444545,2.31749480543124,1.95949015609851,2.24228500208222,1.71589309689353,4.04017038985919,3.91003520890358,3.27729150309814,1.18563229586933,1.18563229586933,1.18563229586933,2.61850956109746,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043254.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.78989792291945,2.57852202490053,2.48556004565649,2.31749480543124,2.59419081346567,2.5621003873473,2.4508843999727,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043255.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.34770438005283,2.46480952905876,2.32039483288379,2.31749480543124,2.59419081346567,2.6499232266881,2.22923111206225,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043256.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.94369046607372,2.75377417630778,2.74993247355986,2.49655315345878,2.87851371577838,2.85885670285188,1.18563229586933,1.18563229586933,1.18563229586933,2.02655909330372,1.18563229586933,2.32700374311954,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043257.1,7.24605474624425,6.9979625999207,7.64607224738492,7.35314655908282,6.9107540835835,6.43470773393002,6.70804244905318,1.18563229586933,5.56775575458361,5.19077878461816,4.87233914569387,4.10657371988025,4.25485261825258,3.93173076739069,4.65092336053279,3.87995056358652,3.85261551915733,6.10041163262425,6.1580817107545,6.21974668553981,6.05479469923552,5.94488147706704,5.85030869456179,6.48696244400125,6.06397030684077,5.42887303781122,5.43527047447653,5.57666589477231,5.47528809820856,5.66806455710976,5.71958863801365,5.65290067178995,5.49262719277566,4.90760235362527,6.1526594440644,6.26812513654521,5.34303052691028
YP_003043258.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.77256571451553,1.85187153621412,1.76234224404835,1.18563229586933,1.72273966070922,1.93143042843783,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043259.1,4.56932886969909,4.76523215159846,5.10936041452597,5.09319660178241,3.61871951329304,3.85229278962894,4.03580218567986,1.18563229586933,4.62666431206423,4.50292750475248,3.24071038243793,2.94369046607372,3.15478348039028,3.41895781287409,3.28010082552615,3.18308432147048,3.21323742387201,5.20898664040136,5.31670268264147,4.99271371608814,4.39209707323576,4.7219891246338,4.26873383569623,4.33024444602687,3.77304453948555,4.13255653804307,4.03303319051554,3.40874604992051,4.13803612511169,4.19590850213384,4.18830172940741,4.25688117700379,4.32212881571215,3.18726603493004,4.21382997285932,3.60766332897317,3.79855463495117
YP_003043260.1,8.3759957195916,8.43430267214855,8.27246258825557,8.296875888035,6.25274891408944,6.21983828792713,6.97945799339533,1.18563229586933,7.63744305881495,7.64863667923184,6.27942744029872,6.03435221662559,6.48252945117832,6.16018020022021,6.05473186222794,6.23424924731766,6.00302704002911,8.13673188262193,8.19930507168802,8.22367049012898,7.91541868540033,7.93848805894572,7.98554816992746,7.49996030208119,7.43302784988809,7.67957813608396,7.78509881914577,7.64354439341795,7.93574250173989,7.71289241374633,7.89559783027251,7.8013763674011,7.86017845664819,6.67133023405252,7.0388592094271,6.83534964579063,7.55567696421205
YP_003043261.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.33682613259454,1.18563229586933,2.17187107039156,1.95949015609851,2.10564300741568,2.09416217749515,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043262.1,4.16690772081735,3.85474554765242,3.7475965112124,4.07236718057603,2.82395096792935,1.18563229586933,4.35905853877129,1.18563229586933,4.24671796184436,3.85957272285358,2.34770438005283,2.33682613259454,2.48556004565649,2.74993247355986,2.49655315345878,2.87851371577838,2.78823957490633,3.94602660667354,5.08434951410754,4.8089114068471,3.38016643927519,3.28260932173373,3.79955781543647,3.51077648067346,3.77304453948555,3.65452596866626,3.65946287126561,3.40874604992051,3.79561818978745,3.47428104745534,3.84249209147156,3.23185818527749,3.20568117028677,2.85886430208234,2.35825954933634,3.39359858555257,3.25897648869776
YP_003043263.1,4.25713290407972,3.44973549958554,4.18319067508096,4.63977393786234,3.40398937165906,3.44752836174811,2.68959190790113,1.18563229586933,5.12710746723875,5.04737640587916,3.75599209081718,3.34291403588625,3.4582959687417,2.91592987176494,2.98506646714953,3.18308432147048,2.98864510646109,3.84499210492509,4.85693648074119,4.75900161590829,3.77729463698481,3.71521128064886,3.87713069264977,4.23891020853247,4.03994871227553,3.7905133402084,3.79561818978745,3.40874604992051,3.50803622692935,3.65235821325909,3.84249209147156,3.43512265931724,3.20568117028677,3.18726603493004,2.80383376659283,2.36725149419114,3.79855463495117
YP_003043264.1,3.59866626787394,3.73272397138075,3.7475965112124,3.45138516370008,2.82395096792935,2.3998666865135,2.68959190790113,1.18563229586933,4.06037867892612,4.42720809353822,2.59138714958187,2.57852202490053,3.31539006889831,2.55564178393834,2.49655315345878,2.87851371577838,3.16073602217739,4.79591825769576,4.75474013530365,4.85713075299539,3.59336598541305,2.8245162314186,3.43547467453414,2.61850956109746,2.27402438791882,2.90322294826254,2.90702021688578,2.66877053500456,3.65946287126561,1.18563229586933,1.18563229586933,1.18563229586933,2.66758094743803,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043265.1,5.88914896089778,6.02199415875699,6.11582047431362,6.09854168499193,4.24467205298217,4.41913057061643,4.973844791765,1.18563229586933,5.82015606017702,5.47828852849709,4.61966096167414,4.64118062483508,4.17702929179048,4.00118300732357,4.65092336053279,4.33914445675352,4.08625721338844,5.28656779122981,5.71927391837028,5.74623780910906,5.81066991904653,5.33395546887883,5.51325855560507,5.59279110154485,5.73634155494236,6.07202908974757,6.38163102103296,6.04696645163103,6.22644854256972,5.08419635693183,6.0031178445339,5.57320738568883,5.79495295933413,4.01739907289668,4.89590388531158,4.83615536204796,6.61024836336553
YP_003043266.1,7.74557245713275,7.74557245713275,7.9864291334954,7.86591058767676,6.18960650906237,5.88602942603582,6.11627747705559,1.18563229586933,7.25474792852034,6.9384044548217,5.08688938726011,4.92287554545767,5.53631466754185,5.75968976407062,5.05383276649011,6.20956920584166,5.74288629816663,6.6900425729538,6.97247272541799,7.00580948904988,7.12570990944342,7.23476083755797,7.13153286171964,6.95178415272152,6.75015080040488,6.53388523832516,6.66671776615285,6.64741375988933,6.97592616464772,6.66552765239111,6.79632171038348,6.39372886876694,6.68229271091438,5.7554253077821,5.90734340332184,6.10848554762063,6.74738253464373
YP_003043267.1,8.48115382947559,8.46259555697134,8.67132683003265,8.59877766875228,6.55781741102959,6.18634825710795,7.77806013702819,3.37071201832458,7.79274006396184,7.92545379513403,6.70278717994629,6.4545164994885,7.35325535352286,6.96101546224928,6.36179840023191,6.8194053273986,6.83936714912544,8.26641719587707,8.26078882968487,8.27748021003406,8.30810344616714,8.29407781790663,8.24643434002754,7.85886969966262,8.2307157442159,7.84028698898231,7.93574250173989,7.87075322353707,8.09792629421911,8.10058740477152,8.12287034114343,7.86119870099832,8.35729941800987,7.07049211458126,7.64214009680811,7.45539316794868,8.13623272792741
YP_003043268.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.37351604357244,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.18972590183796,2.34770438005283,2.57852202490053,2.11982469444545,3.06172788985365,2.84402414454296,2.73128581365509,3.16073602217739,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.037425399098,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.25641721568822,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043269.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.78989792291945,1.77256571451553,2.11982469444545,2.44356894530088,2.68374715098019,2.36082687853881,2.63249153674728,1.18563229586933,1.18563229586933,1.18563229586933,2.02655909330372,2.037425399098,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.35825954933634,1.18563229586933,1.18563229586933
YP_003043270.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.59138714958187,3.223273986013,2.48556004565649,3.12864806092472,3.17021006759274,2.94577616692712,3.04869238302947,2.13366778813104,2.11835466038249,2.72375418935621,2.35916702925548,2.62239020380262,2.32700374311954,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.25552466836044,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043271.1,2.18751158927103,1.18563229586933,2.19453786695165,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,3.10787782721705,3.09128762280879,3.4582959687417,3.19219144133436,2.98506646714953,3.28686112423708,3.16073602217739,2.50423226237363,1.18563229586933,1.18563229586933,1.18563229586933,2.037425399098,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043272.1,1.18563229586933,1.18563229586933,2.58605927756216,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.95927938151614,3.50404989163729,3.31539006889831,3.41895781287409,3.60498456868245,3.78037275146922,3.40415119050493,1.18563229586933,1.18563229586933,1.18563229586933,2.02655909330372,2.037425399098,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.40004877434722,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043273.1,1.18563229586933,1.18563229586933,2.19453786695165,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.01015050290832,2.11982469444545,1.18563229586933,2.12797262101695,1.94095496540216,2.22923111206225,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.37394506251568,2.00294335541293,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
YP_003043274.1,1.18563229586933,1.18563229586933,2.19453786695165,2.18835219494605,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.34770438005283,2.68135087765237,2.32039483288379,3.46999642518755,2.49655315345878,3.28686112423708,3.16073602217739,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.35825954933634,1.18563229586933,1.18563229586933
YP_003043275.1,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.82395096792935,2.3998666865135,1.18563229586933,1.18563229586933,1.18563229586933,2.18972590183796,2.95927938151614,3.15899917728616,3.06616870811077,3.19219144133436,3.22633295299978,2.94577616692712,3.10596497517896,1.18563229586933,2.11835466038249,2.45999721560307,1.18563229586933,2.037425399098,2.56689929506597,1.18563229586933,2.27402438791882,1.18563229586933,1.18563229586933,2.25641721568822,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.36725149419114,1.18563229586933
YP_003043276.1,1.18563229586933,2.57663724079372,1.18563229586933,2.18835219494605,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,2.1830999649451,1.18563229586933,2.78989792291945,3.34291403588625,3.15478348039028,3.19219144133436,2.68374715098019,2.94577616692712,2.92549763112575,1.18563229586933,1.18563229586933,2.10090069796329,2.35916702925548,2.37394506251568,2.7625250098993,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933,1.18563229586933
