"","model","runNum","performance","error","meanPerformance","experiment"
"1","linear",1,0.978042328042328,0.021957671957672,0.960668772585439,"mRNA_exp_Mg"
"2","linear",2,0.95047619047619,0.0495238095238095,0.960668772585439,"mRNA_exp_Mg"
"3","linear",3,0.964444444444444,0.0355555555555556,0.960668772585439,"mRNA_exp_Mg"
"4","linear",4,0.952962962962963,0.047037037037037,0.960668772585439,"mRNA_exp_Mg"
"5","linear",5,0.935714285714286,0.0642857142857143,0.960668772585439,"mRNA_exp_Mg"
"6","linear",6,0.985353535353535,0.0146464646464647,0.960668772585439,"mRNA_exp_Mg"
"7","linear",7,0.952777777777778,0.0472222222222222,0.960668772585439,"mRNA_exp_Mg"
"8","linear",8,1,0,0.960668772585439,"mRNA_exp_Mg"
"9","linear",9,0.965555555555556,0.0344444444444445,0.960668772585439,"mRNA_exp_Mg"
"10","linear",10,0.971904761904762,0.0280952380952381,0.960668772585439,"mRNA_exp_Mg"
"11","linear",11,0.94010582010582,0.0598941798941799,0.960668772585439,"mRNA_exp_Mg"
"12","linear",12,0.969312169312169,0.0306878306878307,0.960668772585439,"mRNA_exp_Mg"
"13","linear",13,0.962121212121212,0.0378787878787879,0.960668772585439,"mRNA_exp_Mg"
"14","linear",14,0.96,0.04,0.960668772585439,"mRNA_exp_Mg"
"15","linear",15,0.994444444444444,0.00555555555555556,0.960668772585439,"mRNA_exp_Mg"
"16","linear",16,1,0,0.960668772585439,"mRNA_exp_Mg"
"17","linear",17,0.994444444444444,0.00555555555555556,0.960668772585439,"mRNA_exp_Mg"
"18","linear",18,0.958080808080808,0.0419191919191919,0.960668772585439,"mRNA_exp_Mg"
"19","linear",19,0.994444444444444,0.00555555555555556,0.960668772585439,"mRNA_exp_Mg"
"20","linear",20,0.961111111111111,0.0388888888888889,0.960668772585439,"mRNA_exp_Mg"
"21","linear",21,0.992857142857143,0.00714285714285714,0.960668772585439,"mRNA_exp_Mg"
"22","linear",22,0.926904761904762,0.0730952380952381,0.960668772585439,"mRNA_exp_Mg"
"23","linear",23,0.945238095238095,0.0547619047619048,0.960668772585439,"mRNA_exp_Mg"
"24","linear",24,1,0,0.960668772585439,"mRNA_exp_Mg"
"25","linear",25,0.986666666666667,0.0133333333333333,0.960668772585439,"mRNA_exp_Mg"
"26","linear",26,0.894126984126984,0.105873015873016,0.960668772585439,"mRNA_exp_Mg"
"27","linear",27,1,0,0.960668772585439,"mRNA_exp_Mg"
"28","linear",28,0.94984126984127,0.0501587301587302,0.960668772585439,"mRNA_exp_Mg"
"29","linear",29,0.912645502645503,0.0873544973544974,0.960668772585439,"mRNA_exp_Mg"
"30","linear",30,0.921010101010101,0.078989898989899,0.960668772585439,"mRNA_exp_Mg"
"31","linear",31,0.957099567099567,0.0429004329004329,0.960668772585439,"mRNA_exp_Mg"
"32","linear",32,0.986666666666667,0.0133333333333333,0.960668772585439,"mRNA_exp_Mg"
"33","linear",33,0.935930735930736,0.0640692640692641,0.960668772585439,"mRNA_exp_Mg"
"34","linear",34,0.95989898989899,0.0401010101010101,0.960668772585439,"mRNA_exp_Mg"
"35","linear",35,0.982857142857143,0.0171428571428571,0.960668772585439,"mRNA_exp_Mg"
"36","linear",36,0.984126984126984,0.0158730158730159,0.960668772585439,"mRNA_exp_Mg"
"37","linear",37,0.982222222222222,0.0177777777777778,0.960668772585439,"mRNA_exp_Mg"
"38","linear",38,1,0,0.960668772585439,"mRNA_exp_Mg"
"39","linear",39,0.994444444444444,0.00555555555555556,0.960668772585439,"mRNA_exp_Mg"
"40","linear",40,0.984126984126984,0.0158730158730159,0.960668772585439,"mRNA_exp_Mg"
"41","linear",41,0.948571428571429,0.0514285714285714,0.960668772585439,"mRNA_exp_Mg"
"42","linear",42,0.892380952380952,0.107619047619048,0.960668772585439,"mRNA_exp_Mg"
"43","linear",43,1,0,0.960668772585439,"mRNA_exp_Mg"
"44","linear",44,0.982121212121212,0.0178787878787879,0.960668772585439,"mRNA_exp_Mg"
"45","linear",45,0.931645021645022,0.0683549783549784,0.960668772585439,"mRNA_exp_Mg"
"46","linear",46,0.960740740740741,0.0392592592592593,0.960668772585439,"mRNA_exp_Mg"
"47","linear",47,0.984126984126984,0.0158730158730159,0.960668772585439,"mRNA_exp_Mg"
"48","linear",48,0.951190476190476,0.0488095238095238,0.960668772585439,"mRNA_exp_Mg"
"49","linear",49,0.89952380952381,0.10047619047619,0.960668772585439,"mRNA_exp_Mg"
"50","linear",50,0.968210678210678,0.0317893217893218,0.960668772585439,"mRNA_exp_Mg"
"51","linear",51,0.932407407407407,0.0675925925925926,0.960668772585439,"mRNA_exp_Mg"
"52","linear",52,0.942857142857143,0.0571428571428571,0.960668772585439,"mRNA_exp_Mg"
"53","linear",53,0.922121212121212,0.0778787878787879,0.960668772585439,"mRNA_exp_Mg"
"54","linear",54,0.975036075036075,0.024963924963925,0.960668772585439,"mRNA_exp_Mg"
"55","linear",55,0.929444444444444,0.0705555555555556,0.960668772585439,"mRNA_exp_Mg"
"56","linear",56,0.927301587301587,0.0726984126984127,0.960668772585439,"mRNA_exp_Mg"
"57","linear",57,0.951803751803752,0.0481962481962482,0.960668772585439,"mRNA_exp_Mg"
"58","linear",58,0.966248196248196,0.0337518037518037,0.960668772585439,"mRNA_exp_Mg"
"59","linear",59,0.944444444444444,0.0555555555555556,0.960668772585439,"mRNA_exp_Mg"
"60","linear",60,0.941990231990232,0.058009768009768,0.960668772585439,"mRNA_exp_Mg"
"61","radial",1,0.978042328042328,0.021957671957672,0.966183887100554,"mRNA_exp_Mg"
