"","TestTrainSubsetNo","model","performance","cost","gamma","nodesize","mtry","ntree","error_test","performance_test","meanPerformance","meanPerformance_test","analyzeName"
"1",1,"linear",0.966829537207735,6.81292069057961,NA,NA,NA,NA,0.228703703703704,0.771296296296296,0.910682097322991,0.752823250514264,"mRNA_Mg"
"2",2,"linear",0.924062342510618,3.16227766016838,NA,NA,NA,NA,0.314352314352314,0.685647685647686,0.910682097322991,0.752823250514264,"mRNA_Mg"
"3",3,"linear",0.936911045943304,14.6779926762207,NA,NA,NA,NA,0.426158301158301,0.573841698841699,0.910682097322991,0.752823250514264,"mRNA_Mg"
"4",4,"linear",0.924856795709132,0.681292069057961,NA,NA,NA,NA,0.228863588446131,0.771136411553869,0.910682097322991,0.752823250514264,"mRNA_Mg"
"5",5,"linear",0.915267584144114,0.215443469003188,NA,NA,NA,NA,0.177027027027027,0.822972972972973,0.910682097322991,0.752823250514264,"mRNA_Mg"
"6",6,"linear",0.939206276358668,6.81292069057961,NA,NA,NA,NA,0.424242424242424,0.575757575757576,0.910682097322991,0.752823250514264,"mRNA_Mg"
"7",7,"linear",0.907252171528492,2.15443469003188,NA,NA,NA,NA,0.242063492063492,0.757936507936508,0.910682097322991,0.752823250514264,"mRNA_Mg"
"8",8,"linear",0.921664684396887,14.6779926762207,NA,NA,NA,NA,0.161279461279461,0.838720538720539,0.910682097322991,0.752823250514264,"mRNA_Mg"
"9",9,"linear",0.939523055169607,1.46779926762207,NA,NA,NA,NA,0.255882352941176,0.744117647058824,0.910682097322991,0.752823250514264,"mRNA_Mg"
"10",10,"linear",0.946622598346736,2.15443469003188,NA,NA,NA,NA,0.287445887445887,0.712554112554113,0.910682097322991,0.752823250514264,"mRNA_Mg"
"11",11,"linear",0.954214052334186,0.681292069057961,NA,NA,NA,NA,0.230882352941176,0.769117647058824,0.910682097322991,0.752823250514264,"mRNA_Mg"
"12",12,"linear",0.905799650643922,4.64158883361278,NA,NA,NA,NA,0.162037037037037,0.837962962962963,0.910682097322991,0.752823250514264,"mRNA_Mg"
"13",13,"linear",0.924122225156708,0.681292069057961,NA,NA,NA,NA,0.256151256151256,0.743848743848744,0.910682097322991,0.752823250514264,"mRNA_Mg"
"14",14,"linear",0.90554201226615,1.46779926762207,NA,NA,NA,NA,0.292857142857143,0.707142857142857,0.910682097322991,0.752823250514264,"mRNA_Mg"
"15",15,"linear",0.903795448155849,1.46779926762207,NA,NA,NA,NA,0.14904783325836,0.85095216674164,0.910682097322991,0.752823250514264,"mRNA_Mg"
"16",16,"linear",0.90632025412893,14.6779926762207,NA,NA,NA,NA,0.279956427015251,0.720043572984749,0.910682097322991,0.752823250514264,"mRNA_Mg"
"17",17,"linear",0.881615378126316,0.464158883361278,NA,NA,NA,NA,0.359575409111013,0.640424590888987,0.910682097322991,0.752823250514264,"mRNA_Mg"
"18",18,"linear",0.933357247128104,10,NA,NA,NA,NA,0.317031317031317,0.682968682968683,0.910682097322991,0.752823250514264,"mRNA_Mg"
"19",19,"linear",0.904392121288673,1.46779926762207,NA,NA,NA,NA,0.245295055821372,0.754704944178628,0.910682097322991,0.752823250514264,"mRNA_Mg"
"20",20,"linear",0.857675746986092,0.146779926762207,NA,NA,NA,NA,0.452380952380952,0.547619047619048,0.910682097322991,0.752823250514264,"mRNA_Mg"
"21",21,"linear",0.846554922079116,2.15443469003188,NA,NA,NA,NA,0.24537037037037,0.75462962962963,0.910682097322991,0.752823250514264,"mRNA_Mg"
"22",22,"linear",0.915963357541255,2.15443469003188,NA,NA,NA,NA,0.148941798941799,0.851058201058201,0.910682097322991,0.752823250514264,"mRNA_Mg"
"23",23,"linear",0.932706927697195,2.15443469003188,NA,NA,NA,NA,0.189542483660131,0.810457516339869,0.910682097322991,0.752823250514264,"mRNA_Mg"
"24",24,"linear",0.924410296627793,2.15443469003188,NA,NA,NA,NA,0.237283437283437,0.762716562716563,0.910682097322991,0.752823250514264,"mRNA_Mg"
"25",25,"linear",0.858735790071997,0.464158883361278,NA,NA,NA,NA,0.277777777777778,0.722222222222222,0.910682097322991,0.752823250514264,"mRNA_Mg"
"26",26,"linear",0.907657744554296,46.4158883361278,NA,NA,NA,NA,0.27549889135255,0.72450110864745,0.910682097322991,0.752823250514264,"mRNA_Mg"
"27",27,"linear",0.925357442993705,3.16227766016838,NA,NA,NA,NA,0.25406162464986,0.74593837535014,0.910682097322991,0.752823250514264,"mRNA_Mg"
"28",28,"linear",0.896325197893607,3.16227766016838,NA,NA,NA,NA,0.233376233376233,0.766623766623767,0.910682097322991,0.752823250514264,"mRNA_Mg"
"29",29,"linear",0.906203828306164,46.4158883361278,NA,NA,NA,NA,0.282407407407407,0.717592592592593,0.910682097322991,0.752823250514264,"mRNA_Mg"
"30",30,"linear",0.934281695316178,2.15443469003188,NA,NA,NA,NA,0.212332112332112,0.787667887667888,0.910682097322991,0.752823250514264,"mRNA_Mg"
"31",31,"linear",0.918638226602632,2.15443469003188,NA,NA,NA,NA,0.173250173250173,0.826749826749827,0.910682097322991,0.752823250514264,"mRNA_Mg"
"32",32,"linear",0.899696493405926,1,NA,NA,NA,NA,0.186459186459186,0.813540813540814,0.910682097322991,0.752823250514264,"mRNA_Mg"
"33",33,"linear",0.925757969886168,10,NA,NA,NA,NA,0.221557682083998,0.778442317916002,0.910682097322991,0.752823250514264,"mRNA_Mg"
"34",34,"linear",0.949819454275795,1.46779926762207,NA,NA,NA,NA,0.288888888888889,0.711111111111111,0.910682097322991,0.752823250514264,"mRNA_Mg"
