"","model","runNum","performance","error","meanPerformance","experiment"
"1","linear",1,0.825555555555556,0.174444444444444,0.840259259259259,"protein_sta_Mg"
"2","linear",2,0.903333333333333,0.0966666666666667,0.840259259259259,"protein_sta_Mg"
"3","linear",3,0.805,0.195,0.840259259259259,"protein_sta_Mg"
"4","linear",4,0.7,0.3,0.840259259259259,"protein_sta_Mg"
"5","linear",5,0.9,0.1,0.840259259259259,"protein_sta_Mg"
"6","linear",6,0.8,0.2,0.840259259259259,"protein_sta_Mg"
"7","linear",7,0.855555555555556,0.144444444444444,0.840259259259259,"protein_sta_Mg"
"8","linear",8,0.883333333333333,0.116666666666667,0.840259259259259,"protein_sta_Mg"
"9","linear",9,0.95,0.05,0.840259259259259,"protein_sta_Mg"
"10","linear",10,0.883333333333333,0.116666666666667,0.840259259259259,"protein_sta_Mg"
"11","linear",11,0.836666666666667,0.163333333333333,0.840259259259259,"protein_sta_Mg"
"12","linear",12,0.791666666666667,0.208333333333333,0.840259259259259,"protein_sta_Mg"
"13","linear",13,0.955555555555556,0.0444444444444444,0.840259259259259,"protein_sta_Mg"
"14","linear",14,0.788888888888889,0.211111111111111,0.840259259259259,"protein_sta_Mg"
"15","linear",15,0.806666666666667,0.193333333333333,0.840259259259259,"protein_sta_Mg"
"16","linear",16,0.878888888888889,0.121111111111111,0.840259259259259,"protein_sta_Mg"
"17","linear",17,0.796666666666667,0.203333333333333,0.840259259259259,"protein_sta_Mg"
"18","linear",18,0.763333333333333,0.236666666666667,0.840259259259259,"protein_sta_Mg"
"19","linear",19,0.862222222222222,0.137777777777778,0.840259259259259,"protein_sta_Mg"
"20","linear",20,0.883333333333333,0.116666666666667,0.840259259259259,"protein_sta_Mg"
"21","linear",21,0.895555555555556,0.104444444444444,0.840259259259259,"protein_sta_Mg"
"22","linear",22,0.731666666666667,0.268333333333333,0.840259259259259,"protein_sta_Mg"
"23","linear",23,0.793333333333333,0.206666666666667,0.840259259259259,"protein_sta_Mg"
"24","linear",24,0.82,0.18,0.840259259259259,"protein_sta_Mg"
"25","linear",25,0.84,0.16,0.840259259259259,"protein_sta_Mg"
"26","linear",26,0.768888888888889,0.231111111111111,0.840259259259259,"protein_sta_Mg"
"27","linear",27,0.95,0.05,0.840259259259259,"protein_sta_Mg"
"28","linear",28,0.802222222222222,0.197777777777778,0.840259259259259,"protein_sta_Mg"
"29","linear",29,0.846666666666667,0.153333333333333,0.840259259259259,"protein_sta_Mg"
"30","linear",30,0.736666666666667,0.263333333333333,0.840259259259259,"protein_sta_Mg"
"31","linear",31,0.86,0.14,0.840259259259259,"protein_sta_Mg"
"32","linear",32,0.804444444444445,0.195555555555556,0.840259259259259,"protein_sta_Mg"
"33","linear",33,0.895555555555556,0.104444444444444,0.840259259259259,"protein_sta_Mg"
"34","linear",34,0.833333333333333,0.166666666666667,0.840259259259259,"protein_sta_Mg"
"35","linear",35,0.78,0.22,0.840259259259259,"protein_sta_Mg"
"36","linear",36,0.845555555555556,0.154444444444444,0.840259259259259,"protein_sta_Mg"
"37","linear",37,0.955555555555556,0.0444444444444444,0.840259259259259,"protein_sta_Mg"
"38","linear",38,0.828888888888889,0.171111111111111,0.840259259259259,"protein_sta_Mg"
"39","linear",39,0.785555555555556,0.214444444444444,0.840259259259259,"protein_sta_Mg"
"40","linear",40,0.9,0.1,0.840259259259259,"protein_sta_Mg"
"41","linear",41,0.852222222222222,0.147777777777778,0.840259259259259,"protein_sta_Mg"
"42","linear",42,0.883333333333333,0.116666666666667,0.840259259259259,"protein_sta_Mg"
"43","linear",43,0.766666666666667,0.233333333333333,0.840259259259259,"protein_sta_Mg"
"44","linear",44,0.863333333333333,0.136666666666667,0.840259259259259,"protein_sta_Mg"
"45","linear",45,0.902222222222222,0.0977777777777778,0.840259259259259,"protein_sta_Mg"
"46","linear",46,0.883333333333333,0.116666666666667,0.840259259259259,"protein_sta_Mg"
"47","linear",47,0.705,0.295,0.840259259259259,"protein_sta_Mg"
"48","linear",48,0.85,0.15,0.840259259259259,"protein_sta_Mg"
"49","linear",49,0.905555555555556,0.0944444444444444,0.840259259259259,"protein_sta_Mg"
"50","linear",50,0.815555555555556,0.184444444444444,0.840259259259259,"protein_sta_Mg"
"51","linear",51,0.89,0.11,0.840259259259259,"protein_sta_Mg"
"52","linear",52,0.746666666666667,0.253333333333333,0.840259259259259,"protein_sta_Mg"
"53","linear",53,0.813333333333333,0.186666666666667,0.840259259259259,"protein_sta_Mg"
"54","linear",54,0.883333333333333,0.116666666666667,0.840259259259259,"protein_sta_Mg"
"55","linear",55,0.833333333333333,0.166666666666667,0.840259259259259,"protein_sta_Mg"
"56","linear",56,0.818888888888889,0.181111111111111,0.840259259259259,"protein_sta_Mg"
"57","linear",57,0.883333333333333,0.116666666666667,0.840259259259259,"protein_sta_Mg"
"58","linear",58,0.778888888888889,0.221111111111111,0.840259259259259,"protein_sta_Mg"
"59","linear",59,0.913333333333333,0.0866666666666667,0.840259259259259,"protein_sta_Mg"
"60","linear",60,0.883333333333333,0.116666666666667,0.840259259259259,"protein_sta_Mg"
"61","radial",1,0.825555555555556,0.174444444444444,0.843194444444444,"protein_sta_Mg"
"62","radial",2,0.903333333333333,0.0966666666666667,0.843194444444444,"protein_sta_Mg"
"63","radial",3,0.795,0.205,0.843194444444444,"protein_sta_Mg"
"64","radial",4,0.71,0.29,0.843194444444444,"protein_sta_Mg"
"65","radial",5,0.916666666666667,0.0833333333333333,0.843194444444444,"protein_sta_Mg"
