"","model","runNum","performance","error","meanPerformance","experiment"
"1","linear",1,0.933333333333333,0.0666666666666667,0.953294797794798,"mRNA_exp_carbon"
"2","linear",2,0.968498168498168,0.0315018315018315,0.953294797794798,"mRNA_exp_carbon"
"3","linear",3,1,0,0.953294797794798,"mRNA_exp_carbon"
"4","linear",4,0.846969696969697,0.153030303030303,0.953294797794798,"mRNA_exp_carbon"
"5","linear",5,0.956782106782107,0.0432178932178932,0.953294797794798,"mRNA_exp_carbon"
"6","linear",6,0.95,0.05,0.953294797794798,"mRNA_exp_carbon"
"7","linear",7,0.91,0.09,0.953294797794798,"mRNA_exp_carbon"
"8","linear",8,0.966666666666667,0.0333333333333333,0.953294797794798,"mRNA_exp_carbon"
"9","linear",9,0.811111111111111,0.188888888888889,0.953294797794798,"mRNA_exp_carbon"
"10","linear",10,1,0,0.953294797794798,"mRNA_exp_carbon"
"11","linear",11,0.836752136752137,0.163247863247863,0.953294797794798,"mRNA_exp_carbon"
"12","linear",12,0.961111111111111,0.0388888888888889,0.953294797794798,"mRNA_exp_carbon"
"13","linear",13,0.95,0.05,0.953294797794798,"mRNA_exp_carbon"
"14","linear",14,1,0,0.953294797794798,"mRNA_exp_carbon"
"15","linear",15,0.928571428571429,0.0714285714285714,0.953294797794798,"mRNA_exp_carbon"
"16","linear",16,0.940909090909091,0.0590909090909091,0.953294797794798,"mRNA_exp_carbon"
"17","linear",17,0.983333333333333,0.0166666666666667,0.953294797794798,"mRNA_exp_carbon"
"18","linear",18,0.922222222222222,0.0777777777777778,0.953294797794798,"mRNA_exp_carbon"
"19","linear",19,0.94,0.06,0.953294797794798,"mRNA_exp_carbon"
"20","linear",20,1,0,0.953294797794798,"mRNA_exp_carbon"
"21","linear",21,0.933333333333333,0.0666666666666667,0.953294797794798,"mRNA_exp_carbon"
"22","linear",22,0.988571428571429,0.0114285714285714,0.953294797794798,"mRNA_exp_carbon"
"23","linear",23,0.983333333333333,0.0166666666666667,0.953294797794798,"mRNA_exp_carbon"
"24","linear",24,0.916666666666667,0.0833333333333333,0.953294797794798,"mRNA_exp_carbon"
"25","linear",25,0.966666666666667,0.0333333333333333,0.953294797794798,"mRNA_exp_carbon"
"26","linear",26,0.988311688311688,0.0116883116883117,0.953294797794798,"mRNA_exp_carbon"
"27","linear",27,0.95,0.05,0.953294797794798,"mRNA_exp_carbon"
"28","linear",28,1,0,0.953294797794798,"mRNA_exp_carbon"
"29","linear",29,0.95,0.05,0.953294797794798,"mRNA_exp_carbon"
"30","linear",30,0.942857142857143,0.0571428571428571,0.953294797794798,"mRNA_exp_carbon"
"31","linear",31,0.983333333333333,0.0166666666666667,0.953294797794798,"mRNA_exp_carbon"
"32","linear",32,1,0,0.953294797794798,"mRNA_exp_carbon"
"33","linear",33,0.987301587301587,0.0126984126984127,0.953294797794798,"mRNA_exp_carbon"
"34","linear",34,0.966666666666667,0.0333333333333333,0.953294797794798,"mRNA_exp_carbon"
"35","linear",35,0.95,0.05,0.953294797794798,"mRNA_exp_carbon"
