"","model","runNum","performance","error","meanPerformance","experiment"
"1","linear",1,0.772301587301587,0.227698412698413,0.873652777777778,"mRNA_sta_carbon"
"2","linear",2,0.976190476190476,0.0238095238095238,0.873652777777778,"mRNA_sta_carbon"
"3","linear",3,0.860912698412698,0.139087301587302,0.873652777777778,"mRNA_sta_carbon"
"4","linear",4,0.875,0.125,0.873652777777778,"mRNA_sta_carbon"
"5","linear",5,0.956666666666667,0.0433333333333333,0.873652777777778,"mRNA_sta_carbon"
"6","linear",6,0.878769841269841,0.121230158730159,0.873652777777778,"mRNA_sta_carbon"
"7","linear",7,0.969047619047619,0.030952380952381,0.873652777777778,"mRNA_sta_carbon"
"8","linear",8,0.898015873015873,0.101984126984127,0.873652777777778,"mRNA_sta_carbon"
"9","linear",9,0.933333333333333,0.0666666666666667,0.873652777777778,"mRNA_sta_carbon"
"10","linear",10,0.985714285714286,0.0142857142857143,0.873652777777778,"mRNA_sta_carbon"
"11","linear",11,0.743412698412698,0.256587301587302,0.873652777777778,"mRNA_sta_carbon"
"12","linear",12,0.977777777777778,0.0222222222222222,0.873652777777778,"mRNA_sta_carbon"
"13","linear",13,0.93015873015873,0.0698412698412698,0.873652777777778,"mRNA_sta_carbon"
"14","linear",14,0.920634920634921,0.0793650793650794,0.873652777777778,"mRNA_sta_carbon"
"15","linear",15,0.942222222222222,0.0577777777777778,0.873652777777778,"mRNA_sta_carbon"
"16","linear",16,0.803571428571429,0.196428571428571,0.873652777777778,"mRNA_sta_carbon"
"17","linear",17,0.847142857142857,0.152857142857143,0.873652777777778,"mRNA_sta_carbon"
"18","linear",18,0.992857142857143,0.00714285714285714,0.873652777777778,"mRNA_sta_carbon"
"19","linear",19,0.883888888888889,0.116111111111111,0.873652777777778,"mRNA_sta_carbon"
"20","linear",20,0.723412698412698,0.276587301587302,0.873652777777778,"mRNA_sta_carbon"
"21","linear",21,0.953492063492064,0.0465079365079365,0.873652777777778,"mRNA_sta_carbon"
"22","linear",22,0.920634920634921,0.0793650793650794,0.873652777777778,"mRNA_sta_carbon"
"23","linear",23,0.981746031746032,0.0182539682539683,0.873652777777778,"mRNA_sta_carbon"
"24","linear",24,0.828571428571429,0.171428571428571,0.873652777777778,"mRNA_sta_carbon"
"25","linear",25,0.778571428571429,0.221428571428571,0.873652777777778,"mRNA_sta_carbon"
"26","linear",26,0.849206349206349,0.150793650793651,0.873652777777778,"mRNA_sta_carbon"
"27","linear",27,0.725357142857143,0.274642857142857,0.873652777777778,"mRNA_sta_carbon"
"28","linear",28,0.75031746031746,0.24968253968254,0.873652777777778,"mRNA_sta_carbon"
"29","linear",29,0.783333333333333,0.216666666666667,0.873652777777778,"mRNA_sta_carbon"
"30","linear",30,0.793412698412698,0.206587301587302,0.873652777777778,"mRNA_sta_carbon"
"31","linear",31,0.957301587301587,0.0426984126984127,0.873652777777778,"mRNA_sta_carbon"
"32","linear",32,0.947301587301587,0.0526984126984127,0.873652777777778,"mRNA_sta_carbon"
"33","linear",33,0.777380952380952,0.222619047619048,0.873652777777778,"mRNA_sta_carbon"
"34","linear",34,0.865873015873016,0.134126984126984,0.873652777777778,"mRNA_sta_carbon"
"35","linear",35,0.961746031746032,0.0382539682539682,0.873652777777778,"mRNA_sta_carbon"
"36","linear",36,0.955555555555555,0.0444444444444445,0.873652777777778,"mRNA_sta_carbon"
"37","linear",37,0.851468253968254,0.148531746031746,0.873652777777778,"mRNA_sta_carbon"
"38","linear",38,0.937301587301587,0.0626984126984127,0.873652777777778,"mRNA_sta_carbon"
"39","linear",39,0.828571428571429,0.171428571428571,0.873652777777778,"mRNA_sta_carbon"
"40","linear",40,0.874801587301587,0.125198412698413,0.873652777777778,"mRNA_sta_carbon"
"41","linear",41,0.819047619047619,0.180952380952381,0.873652777777778,"mRNA_sta_carbon"
"42","linear",42,0.784126984126984,0.215873015873016,0.873652777777778,"mRNA_sta_carbon"
"43","linear",43,0.956825396825397,0.0431746031746032,0.873652777777778,"mRNA_sta_carbon"
"44","linear",44,0.935714285714286,0.0642857142857143,0.873652777777778,"mRNA_sta_carbon"
"45","linear",45,0.965079365079365,0.0349206349206349,0.873652777777778,"mRNA_sta_carbon"
"46","linear",46,0.887301587301587,0.112698412698413,0.873652777777778,"mRNA_sta_carbon"
"47","linear",47,0.904444444444444,0.0955555555555556,0.873652777777778,"mRNA_sta_carbon"
"48","linear",48,0.809722222222222,0.190277777777778,0.873652777777778,"mRNA_sta_carbon"
"49","linear",49,0.791468253968254,0.208531746031746,0.873652777777778,"mRNA_sta_carbon"
"50","linear",50,0.725595238095238,0.274404761904762,0.873652777777778,"mRNA_sta_carbon"
"51","linear",51,0.798968253968254,0.201031746031746,0.873652777777778,"mRNA_sta_carbon"
"52","linear",52,0.793888888888889,0.206111111111111,0.873652777777778,"mRNA_sta_carbon"
"53","linear",53,0.81031746031746,0.18968253968254,0.873652777777778,"mRNA_sta_carbon"
"54","linear",54,0.881904761904762,0.118095238095238,0.873652777777778,"mRNA_sta_carbon"
"55","linear",55,0.94015873015873,0.0598412698412698,0.873652777777778,"mRNA_sta_carbon"
"56","linear",56,0.774801587301587,0.225198412698413,0.873652777777778,"mRNA_sta_carbon"
"57","linear",57,0.911904761904762,0.0880952380952381,0.873652777777778,"mRNA_sta_carbon"
"58","linear",58,0.950793650793651,0.0492063492063492,0.873652777777778,"mRNA_sta_carbon"
"59","linear",59,0.913492063492063,0.0865079365079365,0.873652777777778,"mRNA_sta_carbon"
