"","model","runNum","performance","error","meanPerformance","experiment"
"1","linear",1,1,0,0.995839947089947,"protein_exp_Na"
"2","linear",2,1,0,0.995839947089947,"protein_exp_Na"
"3","linear",3,1,0,0.995839947089947,"protein_exp_Na"
"4","linear",4,1,0,0.995839947089947,"protein_exp_Na"
"5","linear",5,1,0,0.995839947089947,"protein_exp_Na"
"6","linear",6,1,0,0.995839947089947,"protein_exp_Na"
"7","linear",7,1,0,0.995839947089947,"protein_exp_Na"
"8","linear",8,1,0,0.995839947089947,"protein_exp_Na"
"9","linear",9,1,0,0.995839947089947,"protein_exp_Na"
"10","linear",10,1,0,0.995839947089947,"protein_exp_Na"
"11","linear",11,0.985714285714286,0.0142857142857143,0.995839947089947,"protein_exp_Na"
"12","linear",12,1,0,0.995839947089947,"protein_exp_Na"
"13","linear",13,1,0,0.995839947089947,"protein_exp_Na"
"14","linear",14,1,0,0.995839947089947,"protein_exp_Na"
"15","linear",15,1,0,0.995839947089947,"protein_exp_Na"
"16","linear",16,1,0,0.995839947089947,"protein_exp_Na"
"17","linear",17,1,0,0.995839947089947,"protein_exp_Na"
"18","linear",18,1,0,0.995839947089947,"protein_exp_Na"
"19","linear",19,1,0,0.995839947089947,"protein_exp_Na"
"20","linear",20,1,0,0.995839947089947,"protein_exp_Na"
"21","linear",21,1,0,0.995839947089947,"protein_exp_Na"
"22","linear",22,1,0,0.995839947089947,"protein_exp_Na"
"23","linear",23,1,0,0.995839947089947,"protein_exp_Na"
"24","linear",24,0.988888888888889,0.0111111111111111,0.995839947089947,"protein_exp_Na"
"25","linear",25,1,0,0.995839947089947,"protein_exp_Na"
"26","linear",26,1,0,0.995839947089947,"protein_exp_Na"
"27","linear",27,0.947222222222222,0.0527777777777778,0.995839947089947,"protein_exp_Na"
"28","linear",28,1,0,0.995839947089947,"protein_exp_Na"
"29","linear",29,1,0,0.995839947089947,"protein_exp_Na"
"30","linear",30,1,0,0.995839947089947,"protein_exp_Na"
"31","linear",31,1,0,0.995839947089947,"protein_exp_Na"
"32","linear",32,0.988888888888889,0.0111111111111111,0.995839947089947,"protein_exp_Na"
"33","linear",33,1,0,0.995839947089947,"protein_exp_Na"
"34","linear",34,1,0,0.995839947089947,"protein_exp_Na"
"35","linear",35,1,0,0.995839947089947,"protein_exp_Na"
"36","linear",36,0.976190476190476,0.0238095238095238,0.995839947089947,"protein_exp_Na"
"37","linear",37,0.988888888888889,0.0111111111111111,0.995839947089947,"protein_exp_Na"
"38","linear",38,1,0,0.995839947089947,"protein_exp_Na"
"39","linear",39,1,0,0.995839947089947,"protein_exp_Na"
"40","linear",40,1,0,0.995839947089947,"protein_exp_Na"
"41","linear",41,1,0,0.995839947089947,"protein_exp_Na"
"42","linear",42,0.961904761904762,0.0380952380952381,0.995839947089947,"protein_exp_Na"
"43","linear",43,1,0,0.995839947089947,"protein_exp_Na"
"44","linear",44,1,0,0.995839947089947,"protein_exp_Na"
"45","linear",45,1,0,0.995839947089947,"protein_exp_Na"
"46","linear",46,1,0,0.995839947089947,"protein_exp_Na"
"47","linear",47,0.976190476190476,0.0238095238095238,0.995839947089947,"protein_exp_Na"
"48","linear",48,1,0,0.995839947089947,"protein_exp_Na"
"49","linear",49,0.985714285714286,0.0142857142857143,0.995839947089947,"protein_exp_Na"
"50","linear",50,0.988888888888889,0.0111111111111111,0.995839947089947,"protein_exp_Na"
"51","linear",51,0.961904761904762,0.0380952380952381,0.995839947089947,"protein_exp_Na"
"52","linear",52,1,0,0.995839947089947,"protein_exp_Na"
"53","linear",53,1,0,0.995839947089947,"protein_exp_Na"
"54","linear",54,1,0,0.995839947089947,"protein_exp_Na"
"55","linear",55,1,0,0.995839947089947,"protein_exp_Na"
"56","linear",56,1,0,0.995839947089947,"protein_exp_Na"
"57","linear",57,1,0,0.995839947089947,"protein_exp_Na"
"58","linear",58,1,0,0.995839947089947,"protein_exp_Na"
"59","linear",59,1,0,0.995839947089947,"protein_exp_Na"
"60","linear",60,1,0,0.995839947089947,"protein_exp_Na"
"61","radial",1,1,0,0.997109788359788,"protein_exp_Na"
"62","radial",2,1,0,0.997109788359788,"protein_exp_Na"
"63","radial",3,1,0,0.997109788359788,"protein_exp_Na"
"64","radial",4,1,0,0.997109788359788,"protein_exp_Na"
"65","radial",5,1,0,0.997109788359788,"protein_exp_Na"
"66","radial",6,1,0,0.997109788359788,"protein_exp_Na"
"67","radial",7,1,0,0.997109788359788,"protein_exp_Na"
"68","radial",8,1,0,0.997109788359788,"protein_exp_Na"
"69","radial",9,1,0,0.997109788359788,"protein_exp_Na"
"70","radial",10,1,0,0.997109788359788,"protein_exp_Na"
"71","radial",11,1,0,0.997109788359788,"protein_exp_Na"
"72","radial",12,1,0,0.997109788359788,"protein_exp_Na"
"73","radial",13,1,0,0.997109788359788,"protein_exp_Na"
"74","radial",14,1,0,0.997109788359788,"protein_exp_Na"
"75","radial",15,1,0,0.997109788359788,"protein_exp_Na"
"76","radial",16,1,0,0.997109788359788,"protein_exp_Na"
"77","radial",17,1,0,0.997109788359788,"protein_exp_Na"
"78","radial",18,1,0,0.997109788359788,"protein_exp_Na"
"79","radial",19,1,0,0.997109788359788,"protein_exp_Na"
"80","radial",20,1,0,0.997109788359788,"protein_exp_Na"
"81","radial",21,1,0,0.997109788359788,"protein_exp_Na"
"82","radial",22,1,0,0.997109788359788,"protein_exp_Na"
"83","radial",23,1,0,0.997109788359788,"protein_exp_Na"
"84","radial",24,0.988888888888889,0.0111111111111111,0.997109788359788,"protein_exp_Na"
"85","radial",25,1,0,0.997109788359788,"protein_exp_Na"
"86","radial",26,1,0,0.997109788359788,"protein_exp_Na"
"87","radial",27,0.947222222222222,0.0527777777777778,0.997109788359788,"protein_exp_Na"
"88","radial",28,1,0,0.997109788359788,"protein_exp_Na"
