"","glucose","glycerol","Na_50_stress","stationary","late_stationary"
"YP_003046284.1",7.15635703799129,6.34113045374099,6.67993831986397,10.854827172338,10.8269617931954
"YP_003046289.1",8.56480024725728,8.44257520132367,8.63148099162553,8.10121588601561,8.3853349750486
"YP_003046290.1",2.45185622922842,2.1118264919796,2.0648497266314,1.33202218170074,1.33202218170074
"YP_003046292.1",6.28115386803363,5.88723809745537,6.43618080078484,6.02889509948306,4.2989586727291
"YP_003046294.1",3.09516685171297,3.3865301452247,3.79384235777431,4.06415411074824,2.99711262522607
"YP_003046295.1",11.0922056249197,10.8983446227981,11.0508492218503,10.0183793362685,10.1465269431592
"YP_003046297.1",7.72268091741792,8.37212832547052,7.98425948876161,7.64498690764996,7.23802429921763
"YP_003046298.1",10.5504009596729,10.1961485462996,10.596245932704,11.6356311126801,11.7319870017372
"YP_003046299.1",9.86416122934843,9.52066709179322,10.0456827946261,8.98294595010783,8.63665156927082
"YP_003046302.1",6.28115386803363,5.95902521407094,6.37975742610807,6.41678129520857,6.21316185363937
"YP_003046315.1",6.77722290228598,6.8550127750275,6.86390128734737,5.55919757266041,3.58400938267761
"YP_003046316.1",7.37080252595975,6.77780979782571,7.14675795659574,7.83495882941324,7.58600944623652
"YP_003046317.1",6.92973882539847,6.78768937979467,6.6227554236163,6.57748639602483,7.61384660540361
"YP_003046319.1",5.97427730313783,3.76690019640705,5.3237767251324,5.88872314868395,7.74550160383928
"YP_003046325.1",5.77825264342303,6.36773062136001,6.3089949468667,5.55919757266041,6.17626048757942
"YP_003046328.1",4.21039059678173,4.5611408688845,3.47259649631468,3.05220431369473,3.58400938267761
"YP_003046330.1",9.34962641476421,9.02999299645838,9.33567857318012,11.2817661881899,11.3560181218936
"YP_003046331.1",12.2539381595792,12.2868383404839,12.3175999006513,11.4999053993812,11.6868408705657
"YP_003046332.1",8.6474410584091,8.45192046371999,8.67664024445502,10.0840302749806,10.3953248146907
"YP_003046333.1",7.68590913987175,7.3642464443717,7.88648081701877,10.0460978509074,10.0479580766509
"YP_003046334.1",10.6119621888965,10.5142405249212,10.6867407849128,11.0357682436039,11.4906452829978
"YP_003046335.1",10.1732878994791,8.27367722379438,7.7463452551299,5.67764237534789,7.0264510253021
"YP_003046337.1",9.78901033381912,9.56583883890345,9.84896417521917,10.0624768792535,10.4809368304097
"YP_003046338.1",11.8057349751082,11.6099856985234,11.9236392933999,14.5408470860055,14.4941798203793
"YP_003046339.1",12.9795259413296,12.8980558868954,13.1471110652896,13.897390565488,14.2695568100913
"YP_003046340.1",11.4414482172235,11.3470678369855,11.7218667217317,11.8738997996775,12.2746153137067
"YP_003046341.1",13.3564561861233,13.0381639183874,13.4128944077512,13.5248679401455,13.9421053721696
"YP_003046342.1",12.2287575740699,11.9644030614711,12.3138436544457,13.5582166747153,13.3318523635657
"YP_003046343.1",6.77722290228598,6.89211692191235,7.50937764170145,7.50816436858433,7.04702045720281
"YP_003046344.1",13.0836276303484,12.9203871500105,13.2380182095831,13.3038908859809,13.3006187644907
"YP_003046345.1",10.447627739464,10.3414942598404,10.7046370525594,12.3109062357882,12.5763851932724
"YP_003046346.1",10.5847589917562,10.2533854087876,10.7251449891581,11.7258012363216,11.9017630701156
"YP_003046347.1",12.2476446765447,11.8429888138828,12.3767667895816,14.1308139440342,14.3295344536925
"YP_003046348.1",12.8776519089484,12.9733970348979,13.3187638556561,15.6878395337337,15.7944414477226
"YP_003046349.1",8.99122507144549,9.1535031940189,9.02060773772648,10.2741670873774,10.7189814288816
"YP_003046350.1",8.59486120325066,8.37867665606354,8.70674376663398,10.6075359254679,10.8195112776387
"YP_003046351.1",11.4071296955393,11.2437014723255,11.5982307100939,13.2871470706058,13.8613241468873
"YP_003046352.1",9.24987540712406,9.03828855129535,9.35773726849712,12.1381580189873,12.3005357028447
"YP_003046353.1",6.84552542841799,6.56450293848769,7.19331038421071,7.55522899754363,8.20494465491779
"YP_003046354.1",9.57948168204731,9.07302198157169,9.47000488531446,10.5486808808303,11.4821764646475
"YP_003046355.1",12.5759457293059,12.2974605022231,12.6743819800963,11.4715667487509,12.0574524244217
"YP_003046356.1",11.9724323505881,11.6775950587544,12.1454829748957,11.8179193921174,12.3270498598697
"YP_003046357.1",13.151606946438,13.0557639643615,13.3933613063627,15.2680377535246,15.2839280640841
"YP_003046374.1",2.45185622922842,2.84096057267742,2.90870413519235,2.58223050611022,2.99711262522607
"YP_003046375.1",14.9247026363982,14.8441443978569,15.1183882091714,13.5990223972724,14.5700645353434
"YP_003046376.1",13.1159461072371,12.8689929051211,13.3097396882467,11.8823817252129,12.3422077120159
"YP_003046377.1",10.6789770891044,10.6091761373743,10.9328716574642,12.0614606796813,12.7580652675907
"YP_003046378.1",7.09034398817022,6.90124561595498,7.25103644716609,8.0363546336694,7.43814391596837
"YP_003046382.1",8.2790703769533,8.18305438090552,8.14511605698364,6.57748639602483,6.28424234534394
"YP_003046383.1",10.8835895761295,10.9498215043559,10.9715316901419,13.0653595525883,11.9906907487139
"YP_003046384.1",8.17942778114117,8.54218701343613,8.37304301149232,10.3338577155101,10.1103482088118
"YP_003046385.1",12.5552007640471,12.8019110908063,12.7195145593191,12.4911086998282,12.5621699750094
